sample_1,sample_2,community_distance,ocean_distance_km,east_or_west_1,habitat_1,east_or_west_2,habitat_2,metric
S95,S63,0.5513882342662388,120.19595949289335,west,seagrass,west,mangrove,unifrac
S96,S63,0.6812260993273088,196.62236636408636,west,mangrove,west,mangrove,unifrac
S97,S63,0.6340090337084112,196.62236636408636,west,mangrove,west,mangrove,unifrac
S98,S63,0.6572520610305453,196.62236636408636,west,mangrove,west,mangrove,unifrac
S99,S63,0.6564972620091293,196.62236636408636,west,mangrove,west,mangrove,unifrac
S100,S63,0.681185243078546,195.62236636408636,west,mangrove,west,mangrove,unifrac
S101,S63,0.8245093093905187,262.37972567696704,west,coral,west,mangrove,unifrac
S102,S63,0.8932486877867608,261.1370849898478,west,coral,west,mangrove,unifrac
S103,S63,0.8896323282476888,260.7228714274747,west,coral,west,mangrove,unifrac
S104,S63,0.8018699214744848,259.1370849898478,west,coral,west,mangrove,unifrac
S105,S63,0.8182304960781822,260.96551211459393,west,coral,west,mangrove,unifrac
S106,S63,0.47845649399718626,426.75945135393226,west,mangrove,west,mangrove,unifrac
S107,S63,0.5922140852426453,427.1736649163053,west,mangrove,west,mangrove,unifrac
S108,S63,0.59646006922879,428.1736649163053,west,mangrove,west,mangrove,unifrac
S109,S63,0.654127911493245,428.5878784786784,west,mangrove,west,mangrove,unifrac
S110,S63,0.6754714671954313,428.5878784786784,west,mangrove,west,mangrove,unifrac
S65,S64,0.29105470222266816,1,west,mangrove,west,mangrove,unifrac
S66,S64,0.5615036043987327,31.384776310850224,west,seagrass,west,mangrove,unifrac
S67,S64,0.3970824177776276,31.384776310850224,west,seagrass,west,mangrove,unifrac
S68,S64,0.37609128124912733,31.384776310850224,west,seagrass,west,mangrove,unifrac
S69,S64,0.4926721431282048,31.384776310850224,west,seagrass,west,mangrove,unifrac
S70,S64,0.4916276289891694,31.798989873223324,west,seagrass,west,mangrove,unifrac
S71,S64,0.9628794981768598,509.54119728445175,east,coral,west,mangrove,unifrac
S73,S64,0.9842564881677373,509.54119728445175,east,coral,west,mangrove,unifrac
S74,S64,0.9485993855617282,509.54119728445175,east,coral,west,mangrove,unifrac
S75,S64,0.9224077356656387,509.54119728445175,east,coral,west,mangrove,unifrac
S77,S64,0.8646197078059367,524.2396820942866,east,coral,west,mangrove,unifrac
S78,S64,0.7818210331315839,524.2396820942866,east,coral,west,mangrove,unifrac
S80,S64,0.9234378830464925,524.2396820942866,east,coral,west,mangrove,unifrac
S81,S64,0.6228162930170004,515.7960312803908,east,mangrove,west,mangrove,unifrac
S82,S64,0.685786708072435,515.7960312803908,east,mangrove,west,mangrove,unifrac
S83,S64,0.6478507368140669,515.7960312803908,east,mangrove,west,mangrove,unifrac
S84,S64,0.6511425051719342,515.7960312803908,east,mangrove,west,mangrove,unifrac
S85,S64,0.6932342529702921,515.7960312803908,east,mangrove,west,mangrove,unifrac
S86,S64,0.587288869786935,104.26702730475884,west,mangrove,west,mangrove,unifrac
S87,S64,0.6143262189253224,104.26702730475884,west,mangrove,west,mangrove,unifrac
S88,S64,0.7919451106343011,104.68124086713195,west,mangrove,west,mangrove,unifrac
S89,S64,0.8427255971953765,104.68124086713195,west,mangrove,west,mangrove,unifrac
S90,S64,0.8641051236513732,104.68124086713195,west,mangrove,west,mangrove,unifrac
S91,S64,0.4899526746276939,120.61017305526646,west,seagrass,west,mangrove,unifrac
S92,S64,0.5175359507421439,119.61017305526644,west,seagrass,west,mangrove,unifrac
S93,S64,0.6450750420781995,119.61017305526644,west,seagrass,west,mangrove,unifrac
S94,S64,0.7612601128014516,120.61017305526646,west,seagrass,west,mangrove,unifrac
S95,S64,0.5561121005442088,120.61017305526646,west,seagrass,west,mangrove,unifrac
S96,S64,0.7415854440718089,197.03657992645947,west,mangrove,west,mangrove,unifrac
S97,S64,0.6944568052683544,197.03657992645947,west,mangrove,west,mangrove,unifrac
S98,S64,0.6985056987950881,197.03657992645947,west,mangrove,west,mangrove,unifrac
S99,S64,0.7076883686910793,197.03657992645947,west,mangrove,west,mangrove,unifrac
S100,S64,0.7038141113200942,196.03657992645947,west,mangrove,west,mangrove,unifrac
S101,S64,0.821238766847503,262.79393923934015,west,coral,west,mangrove,unifrac
S102,S64,0.89280213387551,261.5512985522209,west,coral,west,mangrove,unifrac
S103,S64,0.9004632277357321,261.1370849898478,west,coral,west,mangrove,unifrac
S104,S64,0.8390181141169092,259.5512985522209,west,coral,west,mangrove,unifrac
S105,S64,0.8398272161925098,261.37972567696704,west,coral,west,mangrove,unifrac
S106,S64,0.5080913960055122,427.1736649163053,west,mangrove,west,mangrove,unifrac
S107,S64,0.6072649517042732,427.5878784786784,west,mangrove,west,mangrove,unifrac
S108,S64,0.6261767527141779,428.5878784786784,west,mangrove,west,mangrove,unifrac
S109,S64,0.6971241099361731,429.00209204105147,west,mangrove,west,mangrove,unifrac
S110,S64,0.6653380174084541,429.00209204105147,west,mangrove,west,mangrove,unifrac
S66,S65,0.592055231157961,30.384776310850224,west,seagrass,west,mangrove,unifrac
S67,S65,0.39494074335549645,30.384776310850224,west,seagrass,west,mangrove,unifrac
S68,S65,0.4010897258318152,30.384776310850224,west,seagrass,west,mangrove,unifrac
S69,S65,0.3977743357160607,30.384776310850224,west,seagrass,west,mangrove,unifrac
S70,S65,0.5477425405589139,30.798989873223324,west,seagrass,west,mangrove,unifrac
S71,S65,0.9632714845264398,509.12698372207865,east,coral,west,mangrove,unifrac
S73,S65,0.9844200255410372,509.12698372207865,east,coral,west,mangrove,unifrac
S74,S65,0.9491091501335748,509.12698372207865,east,coral,west,mangrove,unifrac
S75,S65,0.9233094569019028,509.12698372207865,east,coral,west,mangrove,unifrac
S77,S65,0.8638803103587317,523.8254685319135,east,coral,west,mangrove,unifrac
S78,S65,0.7838892135386064,523.8254685319135,east,coral,west,mangrove,unifrac
S80,S65,0.9244700741727778,523.8254685319135,east,coral,west,mangrove,unifrac
S81,S65,0.6177467703369067,515.3818177180178,east,mangrove,west,mangrove,unifrac
S82,S65,0.6638986647435715,515.3818177180178,east,mangrove,west,mangrove,unifrac
S83,S65,0.661964027616306,515.3818177180178,east,mangrove,west,mangrove,unifrac
S84,S65,0.6327315685670561,515.3818177180178,east,mangrove,west,mangrove,unifrac
S85,S65,0.6971113563471646,515.3818177180178,east,mangrove,west,mangrove,unifrac
S86,S65,0.5563371609858364,105.26702730475884,west,mangrove,west,mangrove,unifrac
S87,S65,0.6216399041265428,105.26702730475884,west,mangrove,west,mangrove,unifrac
S88,S65,0.7915047901439977,105.68124086713195,west,mangrove,west,mangrove,unifrac
S89,S65,0.851522065442916,105.68124086713195,west,mangrove,west,mangrove,unifrac
S90,S65,0.8748320420584755,105.68124086713195,west,mangrove,west,mangrove,unifrac
S91,S65,0.4534142316029596,121.61017305526646,west,seagrass,west,mangrove,unifrac
S92,S65,0.48644528579452606,120.61017305526644,west,seagrass,west,mangrove,unifrac
S93,S65,0.632813459931807,120.61017305526644,west,seagrass,west,mangrove,unifrac
S94,S65,0.7641908176182503,121.61017305526646,west,seagrass,west,mangrove,unifrac
S95,S65,0.5609892670890779,121.61017305526646,west,seagrass,west,mangrove,unifrac
S96,S65,0.726265224373112,198.03657992645947,west,mangrove,west,mangrove,unifrac
S97,S65,0.6870943211001205,198.03657992645947,west,mangrove,west,mangrove,unifrac
S98,S65,0.6865965280462116,198.03657992645947,west,mangrove,west,mangrove,unifrac
S99,S65,0.6889848820573642,198.03657992645947,west,mangrove,west,mangrove,unifrac
S100,S65,0.694251831919064,197.03657992645947,west,mangrove,west,mangrove,unifrac
S101,S65,0.846517446342265,263.79393923934015,west,coral,west,mangrove,unifrac
S102,S65,0.9078783128440052,262.5512985522209,west,coral,west,mangrove,unifrac
S103,S65,0.8947822391939504,262.1370849898478,west,coral,west,mangrove,unifrac
S104,S65,0.8543914110360555,260.5512985522209,west,coral,west,mangrove,unifrac
S105,S65,0.8413496319718343,262.37972567696704,west,coral,west,mangrove,unifrac
S106,S65,0.4912913130139937,428.1736649163053,west,mangrove,west,mangrove,unifrac
S107,S65,0.6216373983390542,428.5878784786784,west,mangrove,west,mangrove,unifrac
S108,S65,0.6404392675293772,429.5878784786784,west,mangrove,west,mangrove,unifrac
S109,S65,0.7000076401416299,430.00209204105147,west,mangrove,west,mangrove,unifrac
S110,S65,0.6719067323554273,430.00209204105147,west,mangrove,west,mangrove,unifrac
S67,S66,0.5036797642725394,0,west,seagrass,west,seagrass,unifrac
S68,S66,0.4992877994880916,0,west,seagrass,west,seagrass,unifrac
S69,S66,0.583165545488772,0,west,seagrass,west,seagrass,unifrac
S70,S66,0.48302491004955866,1,west,seagrass,west,seagrass,unifrac
S71,S66,0.960287578862657,497.7716446627519,east,coral,west,seagrass,unifrac
S73,S66,0.9723267573023872,497.7716446627519,east,coral,west,seagrass,unifrac
S74,S66,0.9126750690496133,497.7716446627519,east,coral,west,seagrass,unifrac
S75,S66,0.9239425884766719,497.7716446627519,east,coral,west,seagrass,unifrac
S77,S66,0.8652898193679449,512.4701294725867,east,coral,west,seagrass,unifrac
S78,S66,0.7686306211058545,512.4701294725867,east,coral,west,seagrass,unifrac
S80,S66,0.9259315674251045,512.4701294725867,east,coral,west,seagrass,unifrac
S81,S66,0.7449427457070099,504.02647865869096,east,mangrove,west,seagrass,unifrac
S82,S66,0.8097770884862019,504.02647865869096,east,mangrove,west,seagrass,unifrac
S83,S66,0.7815225476867774,504.02647865869096,east,mangrove,west,seagrass,unifrac
S84,S66,0.777978829212154,504.02647865869096,east,mangrove,west,seagrass,unifrac
S85,S66,0.7797957755339002,504.02647865869096,east,mangrove,west,seagrass,unifrac
S86,S66,0.6994270743750172,129.85281374238573,west,mangrove,west,seagrass,unifrac
S87,S66,0.6770859625942702,129.85281374238573,west,mangrove,west,seagrass,unifrac
S88,S66,0.7995583642579547,130.26702730475884,west,mangrove,west,seagrass,unifrac
S89,S66,0.8010889159484412,130.26702730475884,west,mangrove,west,seagrass,unifrac
S90,S66,0.8711849218985239,130.26702730475884,west,mangrove,west,seagrass,unifrac
S91,S66,0.6077983363896551,146.19595949289334,west,seagrass,west,seagrass,unifrac
S92,S66,0.5305252885671499,145.19595949289334,west,seagrass,west,seagrass,unifrac
S93,S66,0.7051171185577941,145.19595949289334,west,seagrass,west,seagrass,unifrac
S94,S66,0.7338870404251223,146.19595949289334,west,seagrass,west,seagrass,unifrac
S95,S66,0.6508475516081855,146.19595949289334,west,seagrass,west,seagrass,unifrac
S96,S66,0.7029656484401146,222.62236636408636,west,mangrove,west,seagrass,unifrac
S97,S66,0.7132772197070788,222.62236636408636,west,mangrove,west,seagrass,unifrac
S98,S66,0.7112998325484584,222.62236636408636,west,mangrove,west,seagrass,unifrac
S99,S66,0.7281707343816909,222.62236636408636,west,mangrove,west,seagrass,unifrac
S100,S66,0.7411978541720015,221.62236636408636,west,mangrove,west,seagrass,unifrac
S101,S66,0.7992901241134078,288.37972567696653,west,coral,west,seagrass,unifrac
S102,S66,0.8401752833409836,287.13708498984727,west,coral,west,seagrass,unifrac
S103,S66,0.8363413801168363,286.72287142747416,west,coral,west,seagrass,unifrac
S104,S66,0.7408740429518114,285.13708498984727,west,coral,west,seagrass,unifrac
S105,S66,0.7401209879066402,286.9655121145935,west,coral,west,seagrass,unifrac
S106,S66,0.47341273885359536,452.75945135393226,west,mangrove,west,seagrass,unifrac
S107,S66,0.5966273992703576,453.1736649163053,west,mangrove,west,seagrass,unifrac
S108,S66,0.6321854731551232,454.1736649163053,west,mangrove,west,seagrass,unifrac
S109,S66,0.6171111571440132,454.5878784786784,west,mangrove,west,seagrass,unifrac
S110,S66,0.6679362099476074,454.5878784786784,west,mangrove,west,seagrass,unifrac
S68,S67,0.34214962791917297,0,west,seagrass,west,seagrass,unifrac
S69,S67,0.4185302128474095,0,west,seagrass,west,seagrass,unifrac
S70,S67,0.4615700448827924,1,west,seagrass,west,seagrass,unifrac
S71,S67,0.9585803091182433,497.7716446627519,east,coral,west,seagrass,unifrac
S73,S67,0.9807565842003158,497.7716446627519,east,coral,west,seagrass,unifrac
S74,S67,0.9203166394662872,497.7716446627519,east,coral,west,seagrass,unifrac
S75,S67,0.9059301292748609,497.7716446627519,east,coral,west,seagrass,unifrac
S77,S67,0.8144322947395278,512.4701294725867,east,coral,west,seagrass,unifrac
S78,S67,0.7417841785230603,512.4701294725867,east,coral,west,seagrass,unifrac
S80,S67,0.9066196574070928,512.4701294725867,east,coral,west,seagrass,unifrac
S81,S67,0.6506185745661114,504.02647865869096,east,mangrove,west,seagrass,unifrac
S82,S67,0.6952439530007992,504.02647865869096,east,mangrove,west,seagrass,unifrac
S83,S67,0.6681191164876275,504.02647865869096,east,mangrove,west,seagrass,unifrac
S84,S67,0.6680409079379743,504.02647865869096,east,mangrove,west,seagrass,unifrac
S85,S67,0.6908796974583598,504.02647865869096,east,mangrove,west,seagrass,unifrac
S86,S67,0.6496025721511194,129.85281374238573,west,mangrove,west,seagrass,unifrac
S87,S67,0.6714291380498392,129.85281374238573,west,mangrove,west,seagrass,unifrac
S88,S67,0.818331055396063,130.26702730475884,west,mangrove,west,seagrass,unifrac
S89,S67,0.8533005400762512,130.26702730475884,west,mangrove,west,seagrass,unifrac
S90,S67,0.8755947802016758,130.26702730475884,west,mangrove,west,seagrass,unifrac
S91,S67,0.5538674890096807,146.19595949289334,west,seagrass,west,seagrass,unifrac
S92,S67,0.5234752658013675,145.19595949289334,west,seagrass,west,seagrass,unifrac
S93,S67,0.6579492584899425,145.19595949289334,west,seagrass,west,seagrass,unifrac
S94,S67,0.7739998582734869,146.19595949289334,west,seagrass,west,seagrass,unifrac
S95,S67,0.5648586116069322,146.19595949289334,west,seagrass,west,seagrass,unifrac
S96,S67,0.7077938028770352,222.62236636408636,west,mangrove,west,seagrass,unifrac
S97,S67,0.6578037112549832,222.62236636408636,west,mangrove,west,seagrass,unifrac
S98,S67,0.6773859793492315,222.62236636408636,west,mangrove,west,seagrass,unifrac
S99,S67,0.6543367267124087,222.62236636408636,west,mangrove,west,seagrass,unifrac
S100,S67,0.6990619827579497,221.62236636408636,west,mangrove,west,seagrass,unifrac
S101,S67,0.7944020533200559,288.37972567696653,west,coral,west,seagrass,unifrac
S102,S67,0.8857706438315275,287.13708498984727,west,coral,west,seagrass,unifrac
S103,S67,0.9050187542165431,286.72287142747416,west,coral,west,seagrass,unifrac
S104,S67,0.8134933649189233,285.13708498984727,west,coral,west,seagrass,unifrac
S105,S67,0.8489538957158604,286.9655121145935,west,coral,west,seagrass,unifrac
S106,S67,0.46505633377797484,452.75945135393226,west,mangrove,west,seagrass,unifrac
S107,S67,0.5898924422449627,453.1736649163053,west,mangrove,west,seagrass,unifrac
S108,S67,0.6453173142413665,454.1736649163053,west,mangrove,west,seagrass,unifrac
S109,S67,0.7018675467454466,454.5878784786784,west,mangrove,west,seagrass,unifrac
S110,S67,0.6569758873327776,454.5878784786784,west,mangrove,west,seagrass,unifrac
S69,S68,0.3677135778567181,0,west,seagrass,west,seagrass,unifrac
S70,S68,0.37419753980045745,1,west,seagrass,west,seagrass,unifrac
S71,S68,0.9637282868250958,497.7716446627519,east,coral,west,seagrass,unifrac
S73,S68,0.9831141754915037,497.7716446627519,east,coral,west,seagrass,unifrac
S74,S68,0.9297367333565041,497.7716446627519,east,coral,west,seagrass,unifrac
S75,S68,0.9516027179904263,497.7716446627519,east,coral,west,seagrass,unifrac
S77,S68,0.8785565338859407,512.4701294725867,east,coral,west,seagrass,unifrac
S78,S68,0.8067392166996264,512.4701294725867,east,coral,west,seagrass,unifrac
S80,S68,0.9538468570702265,512.4701294725867,east,coral,west,seagrass,unifrac
S81,S68,0.6688143765215881,504.02647865869096,east,mangrove,west,seagrass,unifrac
S82,S68,0.7105232123583096,504.02647865869096,east,mangrove,west,seagrass,unifrac
S83,S68,0.6940233704646804,504.02647865869096,east,mangrove,west,seagrass,unifrac
S84,S68,0.6650937663875095,504.02647865869096,east,mangrove,west,seagrass,unifrac
S85,S68,0.712043649851388,504.02647865869096,east,mangrove,west,seagrass,unifrac
S86,S68,0.6761105894132151,129.85281374238573,west,mangrove,west,seagrass,unifrac
S87,S68,0.682871039818613,129.85281374238573,west,mangrove,west,seagrass,unifrac
S88,S68,0.7961048060068259,130.26702730475884,west,mangrove,west,seagrass,unifrac
S89,S68,0.841949087497915,130.26702730475884,west,mangrove,west,seagrass,unifrac
S90,S68,0.8739523075565433,130.26702730475884,west,mangrove,west,seagrass,unifrac
S91,S68,0.5675194508755744,146.19595949289334,west,seagrass,west,seagrass,unifrac
S92,S68,0.5616322726502343,145.19595949289334,west,seagrass,west,seagrass,unifrac
S93,S68,0.7140859606080818,145.19595949289334,west,seagrass,west,seagrass,unifrac
S94,S68,0.7688135940749159,146.19595949289334,west,seagrass,west,seagrass,unifrac
S95,S68,0.5862739045325448,146.19595949289334,west,seagrass,west,seagrass,unifrac
S96,S68,0.7231364112299224,222.62236636408636,west,mangrove,west,seagrass,unifrac
S97,S68,0.6702875953801352,222.62236636408636,west,mangrove,west,seagrass,unifrac
S98,S68,0.6882940610498799,222.62236636408636,west,mangrove,west,seagrass,unifrac
S99,S68,0.6402273417087389,222.62236636408636,west,mangrove,west,seagrass,unifrac
S100,S68,0.681542127507977,221.62236636408636,west,mangrove,west,seagrass,unifrac
S101,S68,0.8083344607057559,288.37972567696653,west,coral,west,seagrass,unifrac
S102,S68,0.889752053500573,287.13708498984727,west,coral,west,seagrass,unifrac
S103,S68,0.8967307757138061,286.72287142747416,west,coral,west,seagrass,unifrac
S104,S68,0.8267508714965445,285.13708498984727,west,coral,west,seagrass,unifrac
S105,S68,0.8172717581575312,286.9655121145935,west,coral,west,seagrass,unifrac
S106,S68,0.4765829229946524,452.75945135393226,west,mangrove,west,seagrass,unifrac
S107,S68,0.5845131098267913,453.1736649163053,west,mangrove,west,seagrass,unifrac
S108,S68,0.6212395292843267,454.1736649163053,west,mangrove,west,seagrass,unifrac
S109,S68,0.7040542995266501,454.5878784786784,west,mangrove,west,seagrass,unifrac
S110,S68,0.6801711195244315,454.5878784786784,west,mangrove,west,seagrass,unifrac
S70,S69,0.462859507252218,1,west,seagrass,west,seagrass,unifrac
S71,S69,0.9620585238997633,497.7716446627519,east,coral,west,seagrass,unifrac
S73,S69,0.9854823747540988,497.7716446627519,east,coral,west,seagrass,unifrac
S74,S69,0.9392925134654745,497.7716446627519,east,coral,west,seagrass,unifrac
S75,S69,0.9579952929018719,497.7716446627519,east,coral,west,seagrass,unifrac
S77,S69,0.887100115742737,512.4701294725867,east,coral,west,seagrass,unifrac
S78,S69,0.8558333658770736,512.4701294725867,east,coral,west,seagrass,unifrac
S80,S69,0.9601342939881762,512.4701294725867,east,coral,west,seagrass,unifrac
S81,S69,0.7158390470527842,504.02647865869096,east,mangrove,west,seagrass,unifrac
S82,S69,0.7077940916709037,504.02647865869096,east,mangrove,west,seagrass,unifrac
S83,S69,0.7226442413939501,504.02647865869096,east,mangrove,west,seagrass,unifrac
S84,S69,0.7092782424519866,504.02647865869096,east,mangrove,west,seagrass,unifrac
S85,S69,0.7472618381351025,504.02647865869096,east,mangrove,west,seagrass,unifrac
S86,S69,0.7040327140838026,129.85281374238573,west,mangrove,west,seagrass,unifrac
S87,S69,0.6820146933118401,129.85281374238573,west,mangrove,west,seagrass,unifrac
S88,S69,0.809161939648459,130.26702730475884,west,mangrove,west,seagrass,unifrac
S89,S69,0.85838200097602535,130.26702730475884,west,mangrove,west,seagrass,unifrac
S90,S69,0.8891476776589625,130.26702730475884,west,mangrove,west,seagrass,unifrac
S91,S69,0.618940407910366,146.19595949289334,west,seagrass,west,seagrass,unifrac
S92,S69,0.5854804094885604,145.19595949289334,west,seagrass,west,seagrass,unifrac
S93,S69,0.7540096965902695,145.19595949289334,west,seagrass,west,seagrass,unifrac
S94,S69,0.7827671549512495,146.19595949289334,west,seagrass,west,seagrass,unifrac
S95,S69,0.6203736633728131,146.19595949289334,west,seagrass,west,seagrass,unifrac
S96,S69,0.7440260009864921,222.62236636408636,west,mangrove,west,seagrass,unifrac
S97,S69,0.7198392486257181,222.62236636408636,west,mangrove,west,seagrass,unifrac
S98,S69,0.6981453773183214,222.62236636408636,west,mangrove,west,seagrass,unifrac
S99,S69,0.7056526895540364,222.62236636408636,west,mangrove,west,seagrass,unifrac
S100,S69,0.738161370991036,221.62236636408636,west,mangrove,west,seagrass,unifrac
S101,S69,0.8468347548532329,288.37972567696653,west,coral,west,seagrass,unifrac
S102,S69,0.9136803483288568,287.13708498984727,west,coral,west,seagrass,unifrac
S103,S69,0.9017933793755467,286.72287142747416,west,coral,west,seagrass,unifrac
S104,S69,0.8578410332696097,285.13708498984727,west,coral,west,seagrass,unifrac
S105,S69,0.8649558354499111,286.9655121145935,west,coral,west,seagrass,unifrac
S106,S69,0.5677249759783455,452.75945135393226,west,mangrove,west,seagrass,unifrac
S107,S69,0.6470153817013697,453.1736649163053,west,mangrove,west,seagrass,unifrac
S108,S69,0.6732405958868668,454.1736649163053,west,mangrove,west,seagrass,unifrac
S109,S69,0.7242668704788032,454.5878784786784,west,mangrove,west,seagrass,unifrac
S110,S69,0.7387233900572509,454.5878784786784,west,mangrove,west,seagrass,unifrac
S71,S70,0.9507900288425132,498.7716446627519,east,coral,west,seagrass,unifrac
S73,S70,0.9813058552291182,498.7716446627519,east,coral,west,seagrass,unifrac
S74,S70,0.9394843848737997,498.7716446627519,east,coral,west,seagrass,unifrac
S75,S70,0.9468018291295176,498.7716446627519,east,coral,west,seagrass,unifrac
S77,S70,0.8835855748680982,513.4701294725867,east,coral,west,seagrass,unifrac
S78,S70,0.8309381671201787,513.4701294725867,east,coral,west,seagrass,unifrac
S80,S70,0.9490851129690885,513.4701294725867,east,coral,west,seagrass,unifrac
S81,S70,0.7392736776804483,505.02647865869096,east,mangrove,west,seagrass,unifrac
S82,S70,0.7657496233347744,505.02647865869096,east,mangrove,west,seagrass,unifrac
S83,S70,0.7329121590254121,505.02647865869096,east,mangrove,west,seagrass,unifrac
S84,S70,0.7489910712029684,505.02647865869096,east,mangrove,west,seagrass,unifrac
S85,S70,0.766101537252084,505.02647865869096,east,mangrove,west,seagrass,unifrac
S86,S70,0.7413520822669151,130.26702730475884,west,mangrove,west,seagrass,unifrac
S87,S70,0.6979661067553046,130.26702730475884,west,mangrove,west,seagrass,unifrac
S88,S70,0.8393082685098421,130.68124086713195,west,mangrove,west,seagrass,unifrac
S89,S70,0.8521641187183068,130.68124086713195,west,mangrove,west,seagrass,unifrac
S90,S70,0.9144399044858383,130.68124086713195,west,mangrove,west,seagrass,unifrac
S91,S70,0.6495452509463334,146.61017305526644,west,seagrass,west,seagrass,unifrac
S92,S70,0.6382488796715036,145.61017305526644,west,seagrass,west,seagrass,unifrac
S93,S70,0.7621434043254697,145.61017305526644,west,seagrass,west,seagrass,unifrac
S94,S70,0.792151815709936,146.61017305526644,west,seagrass,west,seagrass,unifrac
S95,S70,0.6072998149201765,146.61017305526644,west,seagrass,west,seagrass,unifrac
S96,S70,0.7562850636208945,223.03657992645947,west,mangrove,west,seagrass,unifrac
S97,S70,0.7613488383660505,223.03657992645947,west,mangrove,west,seagrass,unifrac
S98,S70,0.7496293232207332,223.03657992645947,west,mangrove,west,seagrass,unifrac
S99,S70,0.7377652160386273,223.03657992645947,west,mangrove,west,seagrass,unifrac
S100,S70,0.762248580305036,222.03657992645947,west,mangrove,west,seagrass,unifrac
S101,S70,0.8003528841964186,288.79393923933964,west,coral,west,seagrass,unifrac
S102,S70,0.8890098036878797,287.5512985522203,west,coral,west,seagrass,unifrac
S103,S70,0.885682062718664,287.13708498984727,west,coral,west,seagrass,unifrac
S104,S70,0.8121225687639178,285.5512985522204,west,coral,west,seagrass,unifrac
S105,S70,0.7984951159822019,287.37972567696653,west,coral,west,seagrass,unifrac
S106,S70,0.569605810473108,453.1736649163053,west,mangrove,west,seagrass,unifrac
S107,S70,0.593998897070304,453.5878784786784,west,mangrove,west,seagrass,unifrac
S108,S70,0.6022984910173682,454.5878784786784,west,mangrove,west,seagrass,unifrac
S109,S70,0.7145530453281095,455.00209204105147,west,mangrove,west,seagrass,unifrac
S110,S70,0.6815917898889314,455.00209204105147,west,mangrove,west,seagrass,unifrac
S73,S71,1,0,east,coral,east,coral,unifrac
S74,S71,0.9482521638103381,0,east,coral,east,coral,unifrac
S75,S71,0.952440742953723,0,east,coral,east,coral,unifrac
S77,S71,0.9705195627742386,23.48528137423856,east,coral,east,coral,unifrac
S78,S71,0.9361099934644552,23.48528137423856,east,coral,east,coral,unifrac
S80,S71,1,23.48528137423856,east,coral,east,coral,unifrac
S81,S71,0.9647642191431713,34.89949493661165,east,mangrove,east,coral,unifrac
S82,S71,0.9775054979619532,34.89949493661165,east,mangrove,east,coral,unifrac
S83,S71,0.9714373432665064,34.89949493661165,east,mangrove,east,coral,unifrac
S84,S71,0.9731675356579939,34.89949493661165,east,mangrove,east,coral,unifrac
S85,S71,0.9670082314815592,34.89949493661165,east,mangrove,east,coral,unifrac
S86,S71,0.9959015850498865,583.1564209736011,west,mangrove,east,coral,unifrac
S87,S71,0.9359677025134948,583.1564209736011,west,mangrove,east,coral,unifrac
S88,S71,0.9834029248271984,583.5706345359744,west,mangrove,east,coral,unifrac
S89,S71,0.9776378979046332,583.5706345359744,west,mangrove,east,coral,unifrac
S90,S71,0.9954598256979958,583.5706345359744,west,mangrove,east,coral,unifrac
S91,S71,0.973440566114832,599.4995667241086,west,seagrass,east,coral,unifrac
S92,S71,0.9654441315831406,598.4995667241086,west,seagrass,east,coral,unifrac
S93,S71,0.9566137734710851,598.4995667241086,west,seagrass,east,coral,unifrac
S94,S71,0.9278966489037414,599.4995667241086,west,seagrass,east,coral,unifrac
S95,S71,0.9854922068498034,599.4995667241086,west,seagrass,east,coral,unifrac
S96,S71,0.944409201796207,675.9259735953004,west,mangrove,east,coral,unifrac
S97,S71,0.9509168171393656,675.9259735953004,west,mangrove,east,coral,unifrac
S98,S71,0.9605937746489717,675.9259735953004,west,mangrove,east,coral,unifrac
S99,S71,0.965535239268359,675.9259735953004,west,mangrove,east,coral,unifrac
S100,S71,0.9595198841820693,674.9259735953004,west,mangrove,east,coral,unifrac
S101,S71,0.9621911992949859,741.6833329081805,west,coral,east,coral,unifrac
S102,S71,1,740.4406922210613,west,coral,east,coral,unifrac
S103,S71,1,740.0264786586882,west,coral,east,coral,unifrac
S104,S71,0.9149422819678154,738.4406922210613,west,coral,east,coral,unifrac
S105,S71,0.9152242607938553,740.2691193458074,west,coral,east,coral,unifrac
S106,S71,0.9838704888586761,906.0630585851469,west,mangrove,east,coral,unifrac
S107,S71,0.9793188888029931,906.47727214752,west,mangrove,east,coral,unifrac
S108,S71,0.9819495415203736,907.47727214752,west,mangrove,east,coral,unifrac
S109,S71,0.9337740710826878,907.891485709893,west,mangrove,east,coral,unifrac
S110,S71,0.9443286752616032,907.891485709893,west,mangrove,east,coral,unifrac
S74,S73,0.7050740488725422,0,east,coral,east,coral,unifrac
S75,S73,0.7337515315059475,0,east,coral,east,coral,unifrac
S77,S73,0.8487000369705653,23.48528137423856,east,coral,east,coral,unifrac
S78,S73,0.8917994110456667,23.48528137423856,east,coral,east,coral,unifrac
S80,S73,0.6282292105057355,23.48528137423856,east,coral,east,coral,unifrac
S81,S73,0.977124557645311,34.89949493661165,east,mangrove,east,coral,unifrac
S82,S73,0.9799630616429982,34.89949493661165,east,mangrove,east,coral,unifrac
S83,S73,0.9745583644512528,34.89949493661165,east,mangrove,east,coral,unifrac
S84,S73,0.9799954898952148,34.89949493661165,east,mangrove,east,coral,unifrac
S85,S73,0.9803471340686913,34.89949493661165,east,mangrove,east,coral,unifrac
S86,S73,0.9744357738137057,583.1564209736011,west,mangrove,east,coral,unifrac
