sample_1,sample_2,community_distance,ocean_distance_km,east_or_west_1,habitat_1,east_or_west_2,habitat_2,metric
S42,S39,0.9662850833311937,109.24264068711928,east,coral,east,mangrove,unifrac
S43,S39,0.9438755349014528,109.24264068711928,east,coral,east,mangrove,unifrac
S44,S39,0.9683168313692162,110.24264068711928,east,coral,east,mangrove,unifrac
S45,S39,0.9538427924970052,109.24264068711928,east,coral,east,mangrove,unifrac
S46,S39,0.9257885761092624,108.65685424949237,east,mangrove,east,mangrove,unifrac
S47,S39,0.8365502851517903,108.65685424949237,east,mangrove,east,mangrove,unifrac
S48,S39,0.944381444223957,108.65685424949237,east,mangrove,east,mangrove,unifrac
S49,S39,0.8800505053411615,109.65685424949237,east,mangrove,east,mangrove,unifrac
S50,S39,0.895694982481629,109.65685424949237,east,mangrove,east,mangrove,unifrac
S51,S39,0.932343163500811,175,east,seagrass,east,mangrove,unifrac
S52,S39,0.922149743888997,175,east,seagrass,east,mangrove,unifrac
S53,S39,0.9461112801931493,175,east,seagrass,east,mangrove,unifrac
S54,S39,0.9529050307702929,174,east,seagrass,east,mangrove,unifrac
S55,S39,0.9593835041907741,174,east,seagrass,east,mangrove,unifrac
S56,S39,0.9667455457139874,821.5777772109092,west,coral,east,mangrove,unifrac
S57,S39,0.9712072894448969,821.5777772109092,west,coral,east,mangrove,unifrac
S58,S39,0.9799701916050134,822.163563648536,west,coral,east,mangrove,unifrac
S59,S39,0.9765106974574735,821.163563648536,west,coral,east,mangrove,unifrac
S60,S39,0.9673186744623025,821.5777772109092,west,coral,east,mangrove,unifrac
S61,S39,0.963253617561743,811.5777772109093,west,mangrove,east,mangrove,unifrac
S62,S39,0.9693052853605538,811.5777772109093,west,mangrove,east,mangrove,unifrac
S63,S39,0.9473468281773586,810.5777772109093,west,mangrove,east,mangrove,unifrac
S64,S39,0.9544525587380069,810.9919907732824,west,mangrove,east,mangrove,unifrac
S65,S39,0.9645283064105666,810.5777772109093,west,mangrove,east,mangrove,unifrac
S66,S39,0.921146155800499,799.2224381515821,west,seagrass,east,mangrove,unifrac
S67,S39,0.9564844543632764,799.2224381515821,west,seagrass,east,mangrove,unifrac
S68,S39,0.9616484809193963,799.2224381515821,west,seagrass,east,mangrove,unifrac
S69,S39,0.9668814862567545,799.2224381515821,west,seagrass,east,mangrove,unifrac
S70,S39,0.9712978550296982,800.2224381515821,west,seagrass,east,mangrove,unifrac
S71,S39,1.0000000000000002,324.8822509939085,east,coral,east,mangrove,unifrac
S73,S39,0.9835636817356389,324.8822509939085,east,coral,east,mangrove,unifrac
S74,S39,0.9903710212209127,324.8822509939085,east,coral,east,mangrove,unifrac
S75,S39,0.9856955701722026,324.8822509939085,east,coral,east,mangrove,unifrac
S77,S39,0.9414634825624819,301.39696961966996,east,coral,east,mangrove,unifrac
S78,S39,0.9504504012213146,301.39696961966996,east,coral,east,mangrove,unifrac
S80,S39,0.9826267616690235,301.39696961966996,east,coral,east,mangrove,unifrac
S81,S39,0.9430619044366683,295.78174593052023,east,mangrove,east,mangrove,unifrac
S82,S39,0.9619602650411575,295.78174593052023,east,mangrove,east,mangrove,unifrac
S83,S39,0.9515249666609968,295.78174593052023,east,mangrove,east,mangrove,unifrac
S84,S39,0.9576224629088239,295.78174593052023,east,mangrove,east,mangrove,unifrac
S85,S39,0.9457642895340885,295.78174593052023,east,mangrove,east,mangrove,unifrac
S86,S39,0.9487051320587431,884.6072144624314,west,mangrove,east,mangrove,unifrac
S87,S39,0.9559281550324911,884.6072144624314,west,mangrove,east,mangrove,unifrac
S88,S39,0.9374319864252656,885.0214280248047,west,mangrove,east,mangrove,unifrac
S89,S39,0.915929093208045,885.0214280248047,west,mangrove,east,mangrove,unifrac
S90,S39,0.9150971279954007,885.0214280248047,west,mangrove,east,mangrove,unifrac
S91,S39,0.9715317449902786,900.950360212939,west,seagrass,east,mangrove,unifrac
S92,S39,0.9500509339902943,899.950360212939,west,seagrass,east,mangrove,unifrac
S93,S39,0.9492265936792066,899.950360212939,west,seagrass,east,mangrove,unifrac
S94,S39,0.9287735054984674,900.950360212939,west,seagrass,east,mangrove,unifrac
S95,S39,0.961325181288459,900.950360212939,west,seagrass,east,mangrove,unifrac
S96,S39,0.9315966197486325,867.4600282048161,west,mangrove,east,mangrove,unifrac
S97,S39,0.9371070654113054,867.4600282048161,west,mangrove,east,mangrove,unifrac
S98,S39,0.9509154566430363,867.4600282048161,west,mangrove,east,mangrove,unifrac
S99,S39,0.9568367484775268,867.4600282048161,west,mangrove,east,mangrove,unifrac
S100,S39,0.9387677342048095,868.4600282048161,west,mangrove,east,mangrove,unifrac
S101,S39,0.9062736111565736,801.7026688919364,west,coral,east,mangrove,unifrac
S102,S39,0.9047325009521545,802.9453095790557,west,coral,east,mangrove,unifrac
S103,S39,0.9150426299189046,803.3595231414287,west,coral,east,mangrove,unifrac
S104,S39,0.9361055542293774,804.9453095790556,west,coral,east,mangrove,unifrac
S105,S39,0.9496017534731857,803.1168824543093,west,coral,east,mangrove,unifrac
S106,S39,0.9365256988570099,637.3229432149714,west,mangrove,east,mangrove,unifrac
S107,S39,0.9459477108693242,636.9087296525983,west,mangrove,east,mangrove,unifrac
S108,S39,0.9346292216339632,635.9087296525983,west,mangrove,east,mangrove,unifrac
S109,S39,0.9156187636929409,635.4945160902251,west,mangrove,east,mangrove,unifrac
S110,S39,0.9477012636207279,635.4945160902251,west,mangrove,east,mangrove,unifrac
S41,S40,0.8626816175316532,111.07106781186548,east,coral,east,mangrove,unifrac
S42,S40,0.9148692251229378,110.65685424949237,east,coral,east,mangrove,unifrac
S43,S40,0.8864624904892313,110.65685424949237,east,coral,east,mangrove,unifrac
S44,S40,0.9212204182138557,111.65685424949237,east,coral,east,mangrove,unifrac
S45,S40,0.9045852187274237,110.65685424949237,east,coral,east,mangrove,unifrac
S46,S40,0.8539753051820825,110.07106781186548,east,mangrove,east,mangrove,unifrac
S47,S40,0.8086638002534604,110.07106781186548,east,mangrove,east,mangrove,unifrac
S48,S40,0.8679283907884388,110.07106781186548,east,mangrove,east,mangrove,unifrac
S49,S40,0.8398192630491149,111.07106781186548,east,mangrove,east,mangrove,unifrac
S50,S40,0.8447097787960436,111.07106781186548,east,mangrove,east,mangrove,unifrac
S51,S40,0.880385188532153,176.4142135623731,east,seagrass,east,mangrove,unifrac
S52,S40,0.9051248234991651,176.4142135623731,east,seagrass,east,mangrove,unifrac
S53,S40,0.9098004769378012,176.4142135623731,east,seagrass,east,mangrove,unifrac
S54,S40,0.8957442415909803,175.4142135623731,east,seagrass,east,mangrove,unifrac
S55,S40,0.9141074792382073,175.4142135623731,east,seagrass,east,mangrove,unifrac
S56,S40,0.9281219414802985,822.9919907732823,west,coral,east,mangrove,unifrac
S57,S40,0.9282385770809718,822.9919907732823,west,coral,east,mangrove,unifrac
S58,S40,0.944080966002367,823.5777772109091,west,coral,east,mangrove,unifrac
S59,S40,0.9472299951137574,822.5777772109091,west,coral,east,mangrove,unifrac
S60,S40,0.9329960396874978,822.9919907732823,west,coral,east,mangrove,unifrac
S61,S40,0.9192417407399993,812.9919907732824,west,mangrove,east,mangrove,unifrac
S62,S40,0.926815963845632,812.9919907732824,west,mangrove,east,mangrove,unifrac
S63,S40,0.9153697057648941,811.9919907732824,west,mangrove,east,mangrove,unifrac
S64,S40,0.9250384743451331,812.4062043356554,west,mangrove,east,mangrove,unifrac
S65,S40,0.9257461005636032,811.9919907732824,west,mangrove,east,mangrove,unifrac
S66,S40,0.8868419435805456,800.6366517139551,west,seagrass,east,mangrove,unifrac
S67,S40,0.9102124602166906,800.6366517139551,west,seagrass,east,mangrove,unifrac
S68,S40,0.9201331990306102,800.6366517139551,west,seagrass,east,mangrove,unifrac
S69,S40,0.9303760922367634,800.6366517139551,west,seagrass,east,mangrove,unifrac
S70,S40,0.924436987521131,801.6366517139551,west,seagrass,east,mangrove,unifrac
S71,S40,0.9986583666528049,326.2964645562816,east,coral,east,mangrove,unifrac
S73,S40,0.9299791115619341,326.2964645562816,east,coral,east,mangrove,unifrac
S74,S40,0.9102465876509137,326.2964645562816,east,coral,east,mangrove,unifrac
S75,S40,0.9336860707326701,326.2964645562816,east,coral,east,mangrove,unifrac
S77,S40,0.892731873366575,302.811183182043,east,coral,east,mangrove,unifrac
S78,S40,0.8924611864610171,302.811183182043,east,coral,east,mangrove,unifrac
S80,S40,0.9406095375309201,302.811183182043,east,coral,east,mangrove,unifrac
S81,S40,0.9147926591971826,297.1959594928933,east,mangrove,east,mangrove,unifrac
S82,S40,0.9266685198183261,297.1959594928933,east,mangrove,east,mangrove,unifrac
S83,S40,0.9212538592443489,297.1959594928933,east,mangrove,east,mangrove,unifrac
S84,S40,0.9109820932251831,297.1959594928933,east,mangrove,east,mangrove,unifrac
S85,S40,0.9067379649501796,297.1959594928933,east,mangrove,east,mangrove,unifrac
S86,S40,0.8927206731395874,886.0214280248045,west,mangrove,east,mangrove,unifrac
S87,S40,0.898776955304591,886.0214280248045,west,mangrove,east,mangrove,unifrac
S88,S40,0.9248831328257917,886.4356415871778,west,mangrove,east,mangrove,unifrac
S89,S40,0.8922612082423891,886.4356415871778,west,mangrove,east,mangrove,unifrac
S90,S40,0.900582585099343,886.4356415871778,west,mangrove,east,mangrove,unifrac
S91,S40,0.919959890610904,902.364573775312,west,seagrass,east,mangrove,unifrac
S92,S40,0.8925457316841251,901.364573775312,west,seagrass,east,mangrove,unifrac
S93,S40,0.9000154548870901,901.364573775312,west,seagrass,east,mangrove,unifrac
S94,S40,0.878864938330884,902.364573775312,west,seagrass,east,mangrove,unifrac
S95,S40,0.8977436040428536,902.364573775312,west,seagrass,east,mangrove,unifrac
S96,S40,0.9025945179398568,866.0458146424431,west,mangrove,east,mangrove,unifrac
S97,S40,0.9062152680896206,866.0458146424431,west,mangrove,east,mangrove,unifrac
S98,S40,0.9206624056523608,866.0458146424431,west,mangrove,east,mangrove,unifrac
S99,S40,0.9203494180047741,866.0458146424431,west,mangrove,east,mangrove,unifrac
S100,S40,0.9079287616394139,867.0458146424431,west,mangrove,east,mangrove,unifrac
S101,S40,0.8675008258026435,800.2884553295632,west,coral,east,mangrove,unifrac
S102,S40,0.8301125288301608,801.5310960166826,west,coral,east,mangrove,unifrac
S103,S40,0.8269488905527191,801.9453095790557,west,coral,east,mangrove,unifrac
S104,S40,0.8717918031709917,803.5310960166825,west,coral,east,mangrove,unifrac
S105,S40,0.8815565306758371,801.7026688919364,west,coral,east,mangrove,unifrac
S106,S40,0.8735256662255393,635.9087296525983,west,mangrove,east,mangrove,unifrac
S107,S40,0.8663800251346224,635.4945160902251,west,mangrove,east,mangrove,unifrac
S108,S40,0.8637593812425045,634.4945160902251,west,mangrove,east,mangrove,unifrac
S109,S40,0.853434272555489,634.0803025278522,west,mangrove,east,mangrove,unifrac
S110,S40,0.8903036496634726,634.0803025278522,west,mangrove,east,mangrove,unifrac
S42,S41,0.5280578590647611,1,east,coral,east,coral,unifrac
S43,S41,0.5378466048405555,1,east,coral,east,coral,unifrac
S44,S41,0.5259590036092029,1.4142135623730951,east,coral,east,coral,unifrac
S45,S41,0.46719728570165564,1,east,coral,east,coral,unifrac
S46,S41,0.7935312400370669,1,east,mangrove,east,coral,unifrac
S47,S41,0.855950171470226,1,east,mangrove,east,coral,unifrac
S48,S41,0.7685939108457672,1,east,mangrove,east,coral,unifrac
S49,S41,0.8417982434454827,0,east,mangrove,east,coral,unifrac
S50,S41,0.7599631247581317,0,east,mangrove,east,coral,unifrac
S51,S41,0.7575946896930621,68.65685424949237,east,seagrass,east,coral,unifrac
S52,S41,0.7463015553920449,68.65685424949237,east,seagrass,east,coral,unifrac
S53,S41,0.8206498730021216,68.65685424949237,east,seagrass,east,coral,unifrac
S54,S41,0.7689438949005298,67.65685424949237,east,seagrass,east,coral,unifrac
S55,S41,0.8100680342819617,67.65685424949237,east,seagrass,east,coral,unifrac
S56,S41,0.7761335724808649,715.2346314604015,west,coral,east,coral,unifrac
S57,S41,0.743060548555336,715.2346314604015,west,coral,east,coral,unifrac
S58,S41,0.7931623630863633,715.8204178980283,west,coral,east,coral,unifrac
S59,S41,0.7978705582821959,714.8204178980283,west,coral,east,coral,unifrac
S60,S41,0.8345616331252774,715.2346314604015,west,coral,east,coral,unifrac
S61,S41,0.7832333875895537,705.2346314604016,west,mangrove,east,coral,unifrac
S62,S41,0.8318960360663716,705.2346314604016,west,mangrove,east,coral,unifrac
S63,S41,0.8255143471239792,704.2346314604016,west,mangrove,east,coral,unifrac
S64,S41,0.8006530217786606,704.6488450227746,west,mangrove,east,coral,unifrac
S65,S41,0.797726555704689,704.2346314604016,west,mangrove,east,coral,unifrac
S66,S41,0.7963782766590916,692.8792924010743,west,seagrass,east,coral,unifrac
S67,S41,0.7421208164118381,692.8792924010743,west,seagrass,east,coral,unifrac
S68,S41,0.8222703872240674,692.8792924010743,west,seagrass,east,coral,unifrac
S69,S41,0.8387751989874009,692.8792924010743,west,seagrass,east,coral,unifrac
S70,S41,0.8337697163145882,693.8792924010743,west,seagrass,east,coral,unifrac
S71,S41,0.9800729210635993,218.53910524340094,east,coral,east,coral,unifrac
S73,S41,0.9595780904717717,218.53910524340094,east,coral,east,coral,unifrac
S74,S41,0.7463991328874522,218.53910524340094,east,coral,east,coral,unifrac
S75,S41,0.7090304419007739,218.53910524340094,east,coral,east,coral,unifrac
S77,S41,0.4721171566602251,195.05382386916236,east,coral,east,coral,unifrac
S78,S41,0.6045892606273671,195.05382386916236,east,coral,east,coral,unifrac
S80,S41,0.80372160243599855,195.05382386916236,east,coral,east,coral,unifrac
S81,S41,0.7386516961335254,189.43860018001263,east,mangrove,east,coral,unifrac
S82,S41,0.8206581163919033,189.43860018001263,east,mangrove,east,coral,unifrac
S83,S41,0.7737341573678272,189.43860018001263,east,mangrove,east,coral,unifrac
S84,S41,0.7502491202701286,189.43860018001263,east,mangrove,east,coral,unifrac
S85,S41,0.7082391760236764,189.43860018001263,east,mangrove,east,coral,unifrac
S86,S41,0.740837843417489,778.2640687119238,west,mangrove,east,coral,unifrac
S87,S41,0.7931669163010034,778.2640687119238,west,mangrove,east,coral,unifrac
S88,S41,0.8768481364778814,778.678282274297,west,mangrove,east,coral,unifrac
S89,S41,0.8715800052410737,778.678282274297,west,mangrove,east,coral,unifrac
S90,S41,0.8921959307066426,778.678282274297,west,mangrove,east,coral,unifrac
S91,S41,0.7569857459500744,794.6072144624312,west,seagrass,east,coral,unifrac
S92,S41,0.7159194414738425,793.6072144624312,west,seagrass,east,coral,unifrac
S93,S41,0.7126909410326719,793.6072144624312,west,seagrass,east,coral,unifrac
S94,S41,0.7618276600086511,794.6072144624312,west,seagrass,east,coral,unifrac
S95,S41,0.6947759964518797,794.6072144624312,west,seagrass,east,coral,unifrac
S96,S41,0.8914643293972554,871.033621333623,west,mangrove,east,coral,unifrac
S97,S41,0.8476448280170226,871.033621333623,west,mangrove,east,coral,unifrac
S98,S41,0.8626696481743977,871.033621333623,west,mangrove,east,coral,unifrac
S99,S41,0.8627772594746266,871.033621333623,west,mangrove,east,coral,unifrac
S100,S41,0.8622749222870354,870.033621333623,west,mangrove,east,coral,unifrac
S101,S41,0.7562396297097057,911.3595231414286,west,coral,east,coral,unifrac
S102,S41,0.757959418030862,912.6021638285479,west,coral,east,coral,unifrac
S103,S41,0.7580940090902262,913.016377390921,west,coral,east,coral,unifrac
S104,S41,0.7367388371170862,914.6021638285478,west,coral,east,coral,unifrac
S105,S41,0.651725163839993,912.7737367038017,west,coral,east,coral,unifrac
S106,S41,0.8043329909274198,746.9797974644637,west,mangrove,east,coral,unifrac
S107,S41,0.7636985845052431,746.5655839020906,west,mangrove,east,coral,unifrac
S108,S41,0.8039650669524105,745.5655839020906,west,mangrove,east,coral,unifrac
S109,S41,0.7465148405465993,745.1513703397175,west,mangrove,east,coral,unifrac
S110,S41,0.831981853107076,745.1513703397175,west,mangrove,east,coral,unifrac
S43,S42,0.6717126706622882,0,east,coral,east,coral,unifrac
S44,S42,0.3085043698781627,1,east,coral,east,coral,unifrac
S45,S42,0.5447670954791203,0,east,coral,east,coral,unifrac
S46,S42,0.7789583653641047,1.4142135623730951,east,mangrove,east,coral,unifrac
S47,S42,0.8589581273731273,1.4142135623730951,east,mangrove,east,coral,unifrac
S48,S42,0.7435941528619207,1.4142135623730951,east,mangrove,east,coral,unifrac
S49,S42,0.905169377563244,1,east,mangrove,east,coral,unifrac
S50,S42,0.7892874354930508,1,east,mangrove,east,coral,unifrac
S51,S42,0.7209591649930132,68.24264068711928,east,seagrass,east,coral,unifrac
S52,S42,0.6841751888709368,68.24264068711928,east,seagrass,east,coral,unifrac
S53,S42,0.7196393417365725,68.24264068711928,east,seagrass,east,coral,unifrac
S54,S42,0.7067128292961481,67.24264068711928,east,seagrass,east,coral,unifrac
S55,S42,0.7443809241539432,67.24264068711928,east,seagrass,east,coral,unifrac
S56,S42,0.6608334298452373,714.8204178980284,west,coral,east,coral,unifrac
S57,S42,0.6107374195247461,714.8204178980284,west,coral,east,coral,unifrac
S58,S42,0.6492152737935112,715.4062043356552,west,coral,east,coral,unifrac
S59,S42,0.6687268364875989,714.4062043356552,west,coral,east,coral,unifrac
S60,S42,0.7163959280562117,714.8204178980284,west,coral,east,coral,unifrac
S61,S42,0.6668152646093901,704.8204178980285,west,mangrove,east,coral,unifrac
S62,S42,0.7246649524887274,704.8204178980285,west,mangrove,east,coral,unifrac
S63,S42,0.7143562249141817,703.8204178980285,west,mangrove,east,coral,unifrac
S64,S42,0.695943004825297,704.2346314604016,west,mangrove,east,coral,unifrac
S65,S42,0.6993638710909253,703.8204178980285,west,mangrove,east,coral,unifrac
S66,S42,0.7404697837826001,692.4650788387013,west,seagrass,east,coral,unifrac
S67,S42,0.6581886882448879,692.4650788387013,west,seagrass,east,coral,unifrac
S68,S42,0.7203909205466964,692.4650788387013,west,seagrass,east,coral,unifrac
S69,S42,0.7489130620382203,692.4650788387013,west,seagrass,east,coral,unifrac
S70,S42,0.7250854465502373,693.4650788387013,west,seagrass,east,coral,unifrac
S71,S42,0.9682401786054886,218.12489168102783,east,coral,east,coral,unifrac
S73,S42,0.9478277146734175,218.12489168102783,east,coral,east,coral,unifrac
S74,S42,0.8260306678315119,218.12489168102783,east,coral,east,coral,unifrac
S75,S42,0.829162566470784,218.12489168102783,east,coral,east,coral,unifrac
S77,S42,0.6862531114618158,194.63961030678925,east,coral,east,coral,unifrac
S78,S42,0.6677150928953713,194.63961030678925,east,coral,east,coral,unifrac
S80,S42,0.8597378769524537,194.63961030678925,east,coral,east,coral,unifrac
S81,S42,0.6685382696380554,189.02438661763955,east,mangrove,east,coral,unifrac
S82,S42,0.7411326776070983,189.02438661763955,east,mangrove,east,coral,unifrac
S83,S42,0.7007670172839314,189.02438661763955,east,mangrove,east,coral,unifrac
S84,S42,0.6856602881118304,189.02438661763955,east,mangrove,east,coral,unifrac
S85,S42,0.6997258343009743,189.02438661763955,east,mangrove,east,coral,unifrac
S86,S42,0.713978111979599,777.8498551495508,west,mangrove,east,coral,unifrac
S87,S42,0.7541762994113834,777.8498551495508,west,mangrove,east,coral,unifrac
S88,S42,0.865558794593337,778.2640687119239,west,mangrove,east,coral,unifrac
S89,S42,0.870030599144222,778.2640687119239,west,mangrove,east,coral,unifrac
S90,S42,0.9158466094487057,778.2640687119239,west,mangrove,east,coral,unifrac
S91,S42,0.6759680695902832,794.1930009000582,west,seagrass,east,coral,unifrac
S92,S42,0.6744141494479865,793.1930009000582,west,seagrass,east,coral,unifrac
S93,S42,0.716421081321666,793.1930009000582,west,seagrass,east,coral,unifrac
S94,S42,0.8041773914349611,794.1930009000582,west,seagrass,east,coral,unifrac
S95,S42,0.6693294298349188,794.1930009000582,west,seagrass,east,coral,unifrac
S96,S42,0.8521934294322616,870.61940777125,west,mangrove,east,coral,unifrac
S97,S42,0.8178412777654177,870.61940777125,west,mangrove,east,coral,unifrac
S98,S42,0.8298779171444863,870.61940777125,west,mangrove,east,coral,unifrac
S99,S42,0.8308767847282824,870.61940777125,west,mangrove,east,coral,unifrac
S100,S42,0.8524387788884691,869.61940777125,west,mangrove,east,coral,unifrac
S101,S42,0.7867150619462845,910.9453095790556,west,coral,east,coral,unifrac
S102,S42,0.8657751411234856,912.1879502661749,west,coral,east,coral,unifrac
S103,S42,0.8628681174472693,912.6021638285479,west,coral,east,coral,unifrac
S104,S42,0.824840841878453,914.1879502661748,west,coral,east,coral,unifrac
S105,S42,0.7535731010444507,912.3595231414286,west,coral,east,coral,unifrac
S106,S42,0.7342458036583978,746.5655839020906,west,mangrove,east,coral,unifrac
S107,S42,0.6849945957561413,746.1513703397175,west,mangrove,east,coral,unifrac
S108,S42,0.7452665928461293,745.1513703397175,west,mangrove,east,coral,unifrac
S109,S42,0.7819250811793926,744.7371567773445,west,mangrove,east,coral,unifrac
S110,S42,0.8080709372673738,744.7371567773445,west,mangrove,east,coral,unifrac
S44,S43,0.6950654742550171,1,east,coral,east,coral,unifrac
S45,S43,0.5496061115973534,0,east,coral,east,coral,unifrac
S46,S43,0.812555763882474,1.4142135623730951,east,mangrove,east,coral,unifrac
S47,S43,0.8680262145720585,1.4142135623730951,east,mangrove,east,coral,unifrac
S48,S43,0.8152467613123092,1.4142135623730951,east,mangrove,east,coral,unifrac
S49,S43,0.8336445334868463,1,east,mangrove,east,coral,unifrac
S50,S43,0.8221221383803458,1,east,mangrove,east,coral,unifrac
S51,S43,0.7552177967534136,68.24264068711928,east,seagrass,east,coral,unifrac
S52,S43,0.7766066206187023,68.24264068711928,east,seagrass,east,coral,unifrac
S53,S43,0.8322059884240279,68.24264068711928,east,seagrass,east,coral,unifrac
S54,S43,0.7706523750720781,67.24264068711928,east,seagrass,east,coral,unifrac
S55,S43,0.836260070783579,67.24264068711928,east,seagrass,east,coral,unifrac
S56,S43,0.7827058752075646,714.8204178980284,west,coral,east,coral,unifrac
S57,S43,0.7750291054958359,714.8204178980284,west,coral,east,coral,unifrac
S58,S43,0.8170777833624862,715.4062043356552,west,coral,east,coral,unifrac
S59,S43,0.8152718572425597,714.4062043356552,west,coral,east,coral,unifrac
S60,S43,0.8624969788837327,714.8204178980284,west,coral,east,coral,unifrac
