mean_total_sorensen_Coral_vs_Mangrove,mean_total_sorensen_Coral_vs_Seagrass,mean_total_sorensen_Mangrove_vs_Seagrass,mean_turnover_Coral_vs_Mangrove,mean_turnover_Coral_vs_Seagrass,mean_turnover_Mangrove_vs_Seagrass,mean_nestedness_Coral_vs_Mangrove,mean_nestedness_Coral_vs_Seagrass,mean_nestedness_Mangrove_vs_Seagrass,seagrass_lower_total_dissimilarity_than_coral_mangrove,seagrass_lower_turnover_than_coral_mangrove
0.9376793106689404,0.8903574494424022,0.9114036851571883,0.8459812965821687,0.7319740471052565,0.8028440573287339,0.09169801408677176,0.15838340233714568,0.10855962782845444,TRUE,TRUE
