shared_asvs_Coral_vs_Mangrove,shared_asvs_Coral_vs_Seagrass,shared_asvs_Mangrove_vs_Seagrass,jaccard_similarity_Coral_vs_Mangrove,jaccard_similarity_Coral_vs_Seagrass,jaccard_similarity_Mangrove_vs_Seagrass,sorensen_similarity_Coral_vs_Mangrove,sorensen_similarity_Coral_vs_Seagrass,sorensen_similarity_Mangrove_vs_Seagrass,seagrass_shares_more_asvs_with_coral_than_mangrove_does,seagrass_shares_more_asvs_with_mangrove_than_coral_does,seagrass_has_higher_jaccard_with_coral_than_mangrove_does,seagrass_has_higher_jaccard_with_mangrove_than_coral_does,seagrass_bridge_by_shared_asvs,seagrass_bridge_by_jaccard
579,347,512,0.3302909298345693,0.3422090729783038,0.29578278451761986,0.49656946826758147,0.5099191770756797,0.456531431119037,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
