Coral_vs_Mangrove,Coral_vs_Seagrass,Mangrove_vs_Seagrass,seagrass_closer_to_coral_than_mangrove_is,seagrass_closer_to_mangrove_than_coral_is,seagrass_intermediate
0.3308536090467485,0.2492772169849758,0.24228994547940808,TRUE,TRUE,TRUE
