sample_1,sample_2,distance,pair_id,original_sample_id_1,habitat_1,coast_1,site_1,latitude_1,longitude_1,original_sample_id_2,habitat_2,coast_2,site_2,latitude_2,longitude_2,same_habitat,same_coast,same_site,pair_category
S6,S53,0.9006119892129493,S53__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,53,Seagrass,East,ManSeG_Paka,4.653916,103.433807,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S54,0.9059405164032414,S54__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,54,Seagrass,East,ManSeG_Paka,4.648234,103.435003,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S55,0.9159710288587014,S55__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,55,Seagrass,East,ManSeG_Paka,4.644799,103.436867,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S56,0.9470394480119576,S56__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,56,Coral,West,Cor_Pulau_Intan,6.231933,99.71668,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S57,0.9433386559219032,S57__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,57,Coral,West,Cor_Pulau_Intan,6.235042,99.713494,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S58,0.9568771124625252,S58__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,58,Coral,West,Cor_Pulau_Intan,6.241277,99.713092,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S59,0.9578084674038219,S59__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,59,Coral,West,Cor_Pulau_Intan,6.242925,99.71689,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S60,0.9435896851607416,S6__S60,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,60,Coral,West,Cor_Pulau_Intan,6.239442,99.719555,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S61,0.9291102903061365,S6__S61,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,61,Mangrove,West,Man_Selat_Nyior,6.217682,99.829402,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S62,0.9428491982608145,S6__S62,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,62,Mangrove,West,Man_Selat_Nyior,6.220929,99.825029,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S63,0.9198241834169195,S6__S63,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,63,Mangrove,West,Man_Selat_Nyior,6.224728,99.821968,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S64,0.9241125046656059,S6__S64,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,64,Mangrove,West,Man_Selat_Nyior,6.228636,99.820188,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S65,0.9382081303846116,S6__S65,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,65,Mangrove,West,Man_Selat_Nyior,6.235251,99.818035,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S66,0.9009563800638035,S6__S66,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,66,Seagrass,West,SeG_Tanjung_Rhu,6.460722,99.827135,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S67,0.926678317647824,S6__S67,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,67,Seagrass,West,SeG_Tanjung_Rhu,6.460835,99.825327,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S68,0.9286446396193893,S6__S68,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,68,Seagrass,West,SeG_Tanjung_Rhu,6.461043,99.823702,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S69,0.9417302004987009,S6__S69,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,69,Seagrass,West,SeG_Tanjung_Rhu,6.461208,99.823448,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S70,0.9399491592357541,S6__S70,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,70,Seagrass,West,SeG_Tanjung_Rhu,6.461547,99.819962,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S71,0.9990598587744999,S6__S71,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,71,Coral,East,Cor_Pulau_Redang,5.814393,103.009382,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S73,0.9383512089409345,S6__S73,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,73,Coral,East,Cor_Pulau_Redang,5.816677,103.007751,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S74,0.9504161441741895,S6__S74,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,74,Coral,East,Cor_Pulau_Redang,5.816281,103.005989,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S75,0.9491606965536019,S6__S75,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,75,Coral,East,Cor_Pulau_Redang,5.814536,103.006378,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S77,0.9229300234727901,S6__S77,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,77,Coral,East,Cor_Pulau_Bidong,5.624215,103.056647,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S78,0.9233867926801694,S6__S78,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,78,Coral,East,Cor_Pulau_Bidong,5.625977,103.057468,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S80,0.9449161504761147,S6__S80,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,80,Coral,East,Cor_Pulau_Bidong,5.627685,103.059864,FALSE,FALSE,FALSE,Different habitat / different coast
S6,S81,0.8876733275703761,S6__S81,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,81,Mangrove,East,Man_Merang,5.527989,102.944516,TRUE,FALSE,FALSE,Same habitat / different coast
S6,S82,0.9026097733326185,S6__S82,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,82,Mangrove,East,Man_Merang,5.526065,102.943286,TRUE,FALSE,FALSE,Same habitat / different coast
S6,S83,0.8875484873910447,S6__S83,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,83,Mangrove,East,Man_Merang,5.526248,102.941049,TRUE,FALSE,FALSE,Same habitat / different coast
S6,S84,0.8822472832946545,S6__S84,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,84,Mangrove,East,Man_Merang,5.528314,102.940522,TRUE,FALSE,FALSE,Same habitat / different coast
S6,S85,0.8821898417399764,S6__S85,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,85,Mangrove,East,Man_Merang,5.528731,102.938759,TRUE,FALSE,FALSE,Same habitat / different coast
S6,S86,0.9141328576337199,S6__S86,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,86,Mangrove,West,Man_Penaga,5.517253,100.364968,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S87,0.9160918779004563,S6__S87,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,87,Mangrove,West,Man_Penaga,5.51815,100.366985,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S88,0.8876680475273945,S6__S88,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,88,Mangrove,West,Man_Penaga,5.519453,100.369366,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S89,0.856001954173548,S6__S89,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,89,Mangrove,West,Man_Penaga,5.520585,100.371383,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S90,0.8505389072315711,S6__S90,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,90,Mangrove,West,Man_Penaga,5.522977,100.372478,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S91,0.939873253723911,S6__S91,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,91,Seagrass,West,SeG_Pulau_Kezambo,5.363009,100.324704,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S92,0.9206970637367254,S6__S92,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,92,Seagrass,West,SeG_Pulau_Kezambo,5.364814,100.324618,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S93,0.9338644293718676,S6__S93,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,93,Seagrass,West,SeG_Pulau_Kezambo,5.365017,100.326968,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S94,0.9204498696587924,S6__S94,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,94,Seagrass,West,SeG_Pulau_Kezambo,5.36303,100.327461,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S95,0.9262460244698548,S6__S95,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,95,Seagrass,West,SeG_Pulau_Kezambo,5.361535,100.325841,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S96,0.8938555928447708,S6__S96,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,96,Mangrove,West,Man_Kuala_Sepetang,4.78359,100.607457,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S97,0.9058186254296481,S6__S97,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,97,Mangrove,West,Man_Kuala_Sepetang,4.787012,100.612692,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S98,0.8986563514888285,S6__S98,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,98,Mangrove,West,Man_Kuala_Sepetang,4.788979,100.618615,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S99,0.9215874315681605,S6__S99,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,99,Mangrove,West,Man_Kuala_Sepetang,4.791801,100.624022,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S100,0.9009460733580823,S100__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,100,Mangrove,West,Man_Kuala_Sepetang,4.797275,100.62634,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S101,0.8861703452469689,S101__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,101,Coral,West,Cor_Pulau_Pangkor,4.190014,100.572274,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S102,0.8963078361257062,S102__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,102,Coral,West,Cor_Pulau_Pangkor,4.187189,100.543949,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S103,0.918349155943371,S103__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,103,Coral,West,Cor_Pulau_Pangkor,4.192025,100.537855,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S104,0.9145004081536495,S104__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,104,Coral,West,Cor_Pulau_Pangkor,4.203476,100.545476,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S105,0.9369014446271738,S105__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,105,Coral,West,Cor_Pulau_Pangkor,4.194839,100.559803,FALSE,TRUE,FALSE,Different habitat / same coast
S6,S106,0.892806129352758,S106__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,106,Mangrove,West,Man_Pulau_Ketam,3.024487,101.320359,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S107,0.8920576207946634,S107__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,107,Mangrove,West,Man_Pulau_Ketam,3.021921,101.326184,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S108,0.887047027369376,S108__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,108,Mangrove,West,Man_Pulau_Ketam,3.014735,101.325529,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S109,0.894136634649809,S109__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,109,Mangrove,West,Man_Pulau_Ketam,3.016972,101.333548,TRUE,TRUE,FALSE,Same habitat / same coast
S6,S110,0.9109533911251609,S110__S6,6,Mangrove,West,Man_Batu_Pahat,1.814848,102.886778,110,Mangrove,West,Man_Pulau_Ketam,3.01341,101.336968,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S8,0.5193836992144059,S7__S8,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,8,Mangrove,West,Man_Batu_Pahat,1.813331,102.893828,TRUE,TRUE,TRUE,Same habitat / same coast
S7,S9,0.5246046380621825,S7__S9,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,9,Mangrove,West,Man_Batu_Pahat,1.817167,102.892885,TRUE,TRUE,TRUE,Same habitat / same coast
S7,S10,0.45758101892456093,S10__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,10,Mangrove,West,Man_Batu_Pahat,1.822633,102.895415,TRUE,TRUE,TRUE,Same habitat / same coast
S7,S11,0.9241039565299756,S11__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,11,Mangrove,West,Man_PPAF,2.400972,101.954072,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S12,0.9109765194454724,S12__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,12,Mangrove,West,Man_PPAF,2.404443,101.949849,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S13,0.9166710376415146,S13__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,13,Mangrove,West,Man_PPAF,2.40735,101.945124,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S14,0.9290568672552239,S14__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,14,Mangrove,West,Man_PPAF,2.408991,101.942416,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S15,0.9216521440257077,S15__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,15,Mangrove,West,Man_PPAF,2.412531,101.939708,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S16,0.9536099307830019,S16__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,16,Coral,West,Cor_ PB_PP,2.416537,101.886223,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S17,0.9571991789863866,S17__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,17,Coral,West,Cor_ PB_PP,2.415967,101.889648,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S18,0.954434297395447,S18__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,18,Coral,West,Cor_ PB_PP,2.414291,101.892398,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S19,0.9486807660107526,S19__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,19,Coral,West,Cor_ PB_PP,2.413761,101.895526,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S20,0.9506745217771779,S20__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,20,Coral,West,Cor_ PB_PP,2.417129,101.883533,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S21,0.9899511102498881,S21__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,21,Mangrove,East,Man_Pulau_Tinggi,2.287462,104.109177,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S22,0.8990924634831492,S22__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,22,Mangrove,East,Man_Pulau_Tinggi,2.289198,104.110969,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S23,0.9247389827228573,S23__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,23,Mangrove,East,Man_Pulau_Tinggi,2.290686,104.110262,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S24,0.9227367127887429,S24__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,24,Mangrove,East,Man_Pulau_Tinggi,2.290271,104.108844,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S25,0.9408847354254304,S25__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,25,Mangrove,East,Man_Pulau_Tinggi,2.289627,104.110053,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S26,0.9718888157873142,S26__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,26,Seagrass,East,SeG_PulauTinggi,2.280441,104.113867,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S27,0.9597299545339162,S27__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,27,Seagrass,East,SeG_PulauTinggi,2.279617,104.11021,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S28,0.9923206559803055,S28__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,28,Seagrass,East,SeG_PulauTinggi,2.282247,104.106545,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S29,0.989977206301856,S29__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,29,Seagrass,East,SeG_PulauTinggi,2.28497,104.105134,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S30,0.9651141109919764,S30__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,30,Seagrass,East,SeG_PulauTinggi,2.288352,104.10363,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S31,0.9492909100477059,S31__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,31,Coral,East,Cor_Pulau_Tinggi,2.312019,104.091371,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S32,0.9662830158500312,S32__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,32,Coral,East,Cor_Pulau_Tinggi,2.309456,104.09154,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S33,0.9716913421881117,S33__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,33,Coral,East,Cor_Pulau_Tinggi,2.302878,104.092553,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S34,0.9637953920086714,S34__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,34,Coral,East,Cor_Pulau_Tinggi,2.303181,104.092958,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S35,0.9314077189096978,S35__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,35,Coral,East,Cor_Pulau_Tinggi,2.301022,104.093701,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S36,0.667301291356963,S36__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,36,Mangrove,East,Man_Nenasi,3.109037,103.443207,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S37,0.7758090630452243,S37__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,37,Mangrove,East,Man_Nenasi,3.101512,103.446143,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S38,0.688664162063117,S38__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,38,Mangrove,East,Man_Nenasi,3.094182,103.442717,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S39,0.8039363824377926,S39__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,39,Mangrove,East,Man_Nenasi,3.087342,103.44027,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S40,0.4729512774469433,S40__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,40,Mangrove,East,Man_Nenasi,3.078358,103.442128,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S41,0.9093212347480628,S41__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,41,Coral,East,Cor_Pulau_Ular,4.053491,103.404452,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S42,0.9350304172981688,S42__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,42,Coral,East,Cor_Pulau_Ular,4.054416,103.409527,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S43,0.9359683865956117,S43__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,43,Coral,East,Cor_Pulau_Ular,4.057277,103.409519,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S44,0.9392244956166255,S44__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,44,Coral,East,Cor_Pulau_Ular,4.058469,103.407966,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S45,0.9377497127335667,S45__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,45,Coral,East,Cor_Pulau_Ular,4.05599,103.405705,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S46,0.860501619656713,S46__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,46,Mangrove,East,Man_Sungai_Ular,4.04739,103.39389,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S47,0.8435416706872876,S47__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,47,Mangrove,East,Man_Sungai_Ular,4.047681,103.395217,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S48,0.8662065513932923,S48__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,48,Mangrove,East,Man_Sungai_Ular,4.048489,103.395758,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S49,0.8830377887644898,S49__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,49,Mangrove,East,Man_Sungai_Ular,4.04984,103.395527,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S50,0.8699560055011827,S50__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,50,Mangrove,East,Man_Sungai_Ular,4.050552,103.395166,TRUE,FALSE,FALSE,Same habitat / different coast
S7,S51,0.8948005614250581,S51__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,51,Seagrass,East,ManSeG_Paka,4.657741,103.438562,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S52,0.9189861456410245,S52__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,52,Seagrass,East,ManSeG_Paka,4.656438,103.436615,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S53,0.9057836317054806,S53__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,53,Seagrass,East,ManSeG_Paka,4.653916,103.433807,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S54,0.9015413382095336,S54__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,54,Seagrass,East,ManSeG_Paka,4.648234,103.435003,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S55,0.9132781161440725,S55__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,55,Seagrass,East,ManSeG_Paka,4.644799,103.436867,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S56,0.9463967085948021,S56__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,56,Coral,West,Cor_Pulau_Intan,6.231933,99.71668,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S57,0.9445653017032823,S57__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,57,Coral,West,Cor_Pulau_Intan,6.235042,99.713494,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S58,0.9580261388558023,S58__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,58,Coral,West,Cor_Pulau_Intan,6.241277,99.713092,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S59,0.9591411516955766,S59__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,59,Coral,West,Cor_Pulau_Intan,6.242925,99.71689,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S60,0.9454653544424123,S60__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,60,Coral,West,Cor_Pulau_Intan,6.239442,99.719555,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S61,0.9298391604236811,S61__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,61,Mangrove,West,Man_Selat_Nyior,6.217682,99.829402,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S62,0.9441273823344303,S62__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,62,Mangrove,West,Man_Selat_Nyior,6.220929,99.825029,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S63,0.9259051279115514,S63__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,63,Mangrove,West,Man_Selat_Nyior,6.224728,99.821968,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S64,0.9343601259657148,S64__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,64,Mangrove,West,Man_Selat_Nyior,6.228636,99.820188,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S65,0.9349381270119289,S65__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,65,Mangrove,West,Man_Selat_Nyior,6.235251,99.818035,TRUE,TRUE,FALSE,Same habitat / same coast
S7,S66,0.9137984567724767,S66__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,66,Seagrass,West,SeG_Tanjung_Rhu,6.460722,99.827135,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S67,0.9224178350926756,S67__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,67,Seagrass,West,SeG_Tanjung_Rhu,6.460835,99.825327,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S68,0.9303736598338221,S68__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,68,Seagrass,West,SeG_Tanjung_Rhu,6.461043,99.823702,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S69,0.938738323722105,S69__S7,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,69,Seagrass,West,SeG_Tanjung_Rhu,6.461208,99.823448,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S70,0.9410901321068578,S7__S70,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,70,Seagrass,West,SeG_Tanjung_Rhu,6.461547,99.819962,FALSE,TRUE,FALSE,Different habitat / same coast
S7,S71,0.9989735117652471,S7__S71,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,71,Coral,East,Cor_Pulau_Redang,5.814393,103.009382,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S73,0.932229599526686,S7__S73,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,73,Coral,East,Cor_Pulau_Redang,5.816677,103.007751,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S74,0.9465990204994708,S7__S74,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,74,Coral,East,Cor_Pulau_Redang,5.816281,103.005989,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S75,0.9453708360273604,S7__S75,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,75,Coral,East,Cor_Pulau_Redang,5.814536,103.006378,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S77,0.9244534380870421,S7__S77,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,77,Coral,East,Cor_Pulau_Bidong,5.624215,103.056647,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S78,0.9194265445567068,S7__S78,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,78,Coral,East,Cor_Pulau_Bidong,5.625977,103.057468,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S80,0.9403641166439556,S7__S80,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,80,Coral,East,Cor_Pulau_Bidong,5.627685,103.059864,FALSE,FALSE,FALSE,Different habitat / different coast
S7,S81,0.8966244005018131,S7__S81,7,Mangrove,West,Man_Batu_Pahat,1.819224,102.890102,81,Mangrove,East,Man_Merang,5.527989,102.944516,TRUE,FALSE,FALSE,Same habitat / different coast
