site_1,site_2,distance,pair_id,habitat_1,coast_1,habitat_2,coast_2,same_habitat,same_coast,pair_category
Man_Penaga,Man_Pulau_Tinggi,0.7188117596127592,Man_Penaga__Man_Pulau_Tinggi,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_Penaga,Man_Selat_Nyior,0.5000072940275215,Man_Penaga__Man_Selat_Nyior,Mangrove,West,Mangrove,West,TRUE,TRUE,Same habitat / same coast
Man_Penaga,Man_Sungai_Ular,0.48401549756944856,Man_Penaga__Man_Sungai_Ular,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_Penaga,ManSeG_Paka,0.556438590881205,Man_Penaga__ManSeG_Paka,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_Penaga,SeG_Pulau_Kezambo,0.5022739672322276,Man_Penaga__SeG_Pulau_Kezambo,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_Penaga,SeG_PulauTinggi,0.8526637469731062,Man_Penaga__SeG_PulauTinggi,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_Penaga,SeG_Tanjung_Rhu,0.6092701659746093,Man_Penaga__SeG_Tanjung_Rhu,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_PPAF,Man_Pulau_Ketam,0.4653574775370762,Man_PPAF__Man_Pulau_Ketam,Mangrove,West,Mangrove,West,TRUE,TRUE,Same habitat / same coast
Man_PPAF,Man_Pulau_Tinggi,0.5053599092187926,Man_PPAF__Man_Pulau_Tinggi,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_PPAF,Man_Selat_Nyior,0.4598208508999425,Man_PPAF__Man_Selat_Nyior,Mangrove,West,Mangrove,West,TRUE,TRUE,Same habitat / same coast
Man_PPAF,Man_Sungai_Ular,0.3343641579887805,Man_PPAF__Man_Sungai_Ular,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_PPAF,ManSeG_Paka,0.37272120469842696,Man_PPAF__ManSeG_Paka,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_PPAF,SeG_Pulau_Kezambo,0.391522746759168,Man_PPAF__SeG_Pulau_Kezambo,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_PPAF,SeG_PulauTinggi,0.768726934772692,Man_PPAF__SeG_PulauTinggi,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_PPAF,SeG_Tanjung_Rhu,0.5560356851981922,Man_PPAF__SeG_Tanjung_Rhu,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_Pulau_Ketam,Man_Pulau_Tinggi,0.5756416090251872,Man_Pulau_Ketam__Man_Pulau_Tinggi,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_Pulau_Ketam,Man_Selat_Nyior,0.17173618825224693,Man_Pulau_Ketam__Man_Selat_Nyior,Mangrove,West,Mangrove,West,TRUE,TRUE,Same habitat / same coast
Man_Pulau_Ketam,Man_Sungai_Ular,0.4726087515578531,Man_Pulau_Ketam__Man_Sungai_Ular,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_Pulau_Ketam,ManSeG_Paka,0.5365986557777128,Man_Pulau_Ketam__ManSeG_Paka,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_Pulau_Ketam,SeG_Pulau_Kezambo,0.3904099906071775,Man_Pulau_Ketam__SeG_Pulau_Kezambo,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_Pulau_Ketam,SeG_PulauTinggi,0.7339730015692401,Man_Pulau_Ketam__SeG_PulauTinggi,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_Pulau_Ketam,SeG_Tanjung_Rhu,0.3909162214261447,Man_Pulau_Ketam__SeG_Tanjung_Rhu,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_Pulau_Tinggi,Man_Selat_Nyior,0.5036412907783762,Man_Pulau_Tinggi__Man_Selat_Nyior,Mangrove,East,Mangrove,West,TRUE,FALSE,Same habitat / different coast
Man_Pulau_Tinggi,Man_Sungai_Ular,0.6118623578753384,Man_Pulau_Tinggi__Man_Sungai_Ular,Mangrove,East,Mangrove,East,TRUE,TRUE,Same habitat / same coast
Man_Pulau_Tinggi,ManSeG_Paka,0.5044613751372552,Man_Pulau_Tinggi__ManSeG_Paka,Mangrove,East,Seagrass,East,FALSE,TRUE,Different habitat / same coast
Man_Pulau_Tinggi,SeG_Pulau_Kezambo,0.47673617197731716,Man_Pulau_Tinggi__SeG_Pulau_Kezambo,Mangrove,East,Seagrass,West,FALSE,FALSE,Different habitat / different coast
Man_Pulau_Tinggi,SeG_PulauTinggi,0.37866140282710653,Man_Pulau_Tinggi__SeG_PulauTinggi,Mangrove,East,Seagrass,East,FALSE,TRUE,Different habitat / same coast
Man_Pulau_Tinggi,SeG_Tanjung_Rhu,0.3687466930447007,Man_Pulau_Tinggi__SeG_Tanjung_Rhu,Mangrove,East,Seagrass,West,FALSE,FALSE,Different habitat / different coast
Man_Selat_Nyior,Man_Sungai_Ular,0.4908430051923781,Man_Selat_Nyior__Man_Sungai_Ular,Mangrove,West,Mangrove,East,TRUE,FALSE,Same habitat / different coast
Man_Selat_Nyior,ManSeG_Paka,0.5107739405700149,Man_Selat_Nyior__ManSeG_Paka,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_Selat_Nyior,SeG_Pulau_Kezambo,0.32840907413716613,Man_Selat_Nyior__SeG_Pulau_Kezambo,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_Selat_Nyior,SeG_PulauTinggi,0.6699886786887636,Man_Selat_Nyior__SeG_PulauTinggi,Mangrove,West,Seagrass,East,FALSE,FALSE,Different habitat / different coast
Man_Selat_Nyior,SeG_Tanjung_Rhu,0.3056550921719906,Man_Selat_Nyior__SeG_Tanjung_Rhu,Mangrove,West,Seagrass,West,FALSE,TRUE,Different habitat / same coast
Man_Sungai_Ular,ManSeG_Paka,0.3929109861960626,Man_Sungai_Ular__ManSeG_Paka,Mangrove,East,Seagrass,East,FALSE,TRUE,Different habitat / same coast
Man_Sungai_Ular,SeG_Pulau_Kezambo,0.448797930021861,Man_Sungai_Ular__SeG_Pulau_Kezambo,Mangrove,East,Seagrass,West,FALSE,FALSE,Different habitat / different coast
Man_Sungai_Ular,SeG_PulauTinggi,0.8325747030713183,Man_Sungai_Ular__SeG_PulauTinggi,Mangrove,East,Seagrass,East,FALSE,TRUE,Different habitat / same coast
Man_Sungai_Ular,SeG_Tanjung_Rhu,0.5904122381130418,Man_Sungai_Ular__SeG_Tanjung_Rhu,Mangrove,East,Seagrass,West,FALSE,FALSE,Different habitat / different coast
ManSeG_Paka,SeG_Pulau_Kezambo,0.44881783593335955,ManSeG_Paka__SeG_Pulau_Kezambo,Seagrass,East,Seagrass,West,TRUE,FALSE,Same habitat / different coast
ManSeG_Paka,SeG_PulauTinggi,0.763138313822281,ManSeG_Paka__SeG_PulauTinggi,Seagrass,East,Seagrass,East,TRUE,TRUE,Same habitat / same coast
ManSeG_Paka,SeG_Tanjung_Rhu,0.5635743118316427,ManSeG_Paka__SeG_Tanjung_Rhu,Seagrass,East,Seagrass,West,TRUE,FALSE,Same habitat / different coast
SeG_Pulau_Kezambo,SeG_PulauTinggi,0.6669963582488971,SeG_Pulau_Kezambo__SeG_PulauTinggi,Seagrass,West,Seagrass,East,TRUE,FALSE,Same habitat / different coast
SeG_Pulau_Kezambo,SeG_Tanjung_Rhu,0.4142650515470899,SeG_Pulau_Kezambo__SeG_Tanjung_Rhu,Seagrass,West,Seagrass,West,TRUE,TRUE,Same habitat / same coast
SeG_PulauTinggi,SeG_Tanjung_Rhu,0.4781880063071133,SeG_PulauTinggi__SeG_Tanjung_Rhu,Seagrass,East,Seagrass,West,TRUE,FALSE,Same habitat / different coast
