sample_1,sample_2,distance,pair_id,original_sample_id_1,habitat_1,coast_1,site_1,latitude_1,longitude_1,original_sample_id_2,habitat_2,coast_2,site_2,latitude_2,longitude_2,same_habitat,same_coast,same_site,pair_category,contrast_group
S1,S16,0.3686204425002292,S1__S16,1,Mangrove,West,Man_Kukup,1.334569,103.430838,16,Coral,West,Cor_ PB_PP,2.416537,101.886223,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S17,0.40180294980879117,S1__S17,1,Mangrove,West,Man_Kukup,1.334569,103.430838,17,Coral,West,Cor_ PB_PP,2.415967,101.889648,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S18,0.3883602100841256,S1__S18,1,Mangrove,West,Man_Kukup,1.334569,103.430838,18,Coral,West,Cor_ PB_PP,2.414291,101.892398,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S19,0.39898176358503845,S1__S19,1,Mangrove,West,Man_Kukup,1.334569,103.430838,19,Coral,West,Cor_ PB_PP,2.413761,101.895526,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S20,0.41228691766875364,S1__S20,1,Mangrove,West,Man_Kukup,1.334569,103.430838,20,Coral,West,Cor_ PB_PP,2.417129,101.883533,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S21,0.8129726176997331,S1__S21,1,Mangrove,West,Man_Kukup,1.334569,103.430838,21,Mangrove,East,Man_Pulau_Tinggi,2.287462,104.109177,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S22,0.49474727691783305,S1__S22,1,Mangrove,West,Man_Kukup,1.334569,103.430838,22,Mangrove,East,Man_Pulau_Tinggi,2.289198,104.110969,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S23,0.5151363296885928,S1__S23,1,Mangrove,West,Man_Kukup,1.334569,103.430838,23,Mangrove,East,Man_Pulau_Tinggi,2.290686,104.110262,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S24,0.5638591424400022,S1__S24,1,Mangrove,West,Man_Kukup,1.334569,103.430838,24,Mangrove,East,Man_Pulau_Tinggi,2.290271,104.108844,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S25,0.5211611746171974,S1__S25,1,Mangrove,West,Man_Kukup,1.334569,103.430838,25,Mangrove,East,Man_Pulau_Tinggi,2.289627,104.110053,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S36,0.7806756591498676,S1__S36,1,Mangrove,West,Man_Kukup,1.334569,103.430838,36,Mangrove,East,Man_Nenasi,3.109037,103.443207,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S37,0.8137745406729896,S1__S37,1,Mangrove,West,Man_Kukup,1.334569,103.430838,37,Mangrove,East,Man_Nenasi,3.101512,103.446143,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S38,0.7752863237532863,S1__S38,1,Mangrove,West,Man_Kukup,1.334569,103.430838,38,Mangrove,East,Man_Nenasi,3.094182,103.442717,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S39,0.8223645107134963,S1__S39,1,Mangrove,West,Man_Kukup,1.334569,103.430838,39,Mangrove,East,Man_Nenasi,3.087342,103.44027,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S40,0.7602539692800985,S1__S40,1,Mangrove,West,Man_Kukup,1.334569,103.430838,40,Mangrove,East,Man_Nenasi,3.078358,103.442128,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S46,0.5285284498930668,S1__S46,1,Mangrove,West,Man_Kukup,1.334569,103.430838,46,Mangrove,East,Man_Sungai_Ular,4.04739,103.39389,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S47,0.6333802029123495,S1__S47,1,Mangrove,West,Man_Kukup,1.334569,103.430838,47,Mangrove,East,Man_Sungai_Ular,4.047681,103.395217,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S48,0.4912089843244681,S1__S48,1,Mangrove,West,Man_Kukup,1.334569,103.430838,48,Mangrove,East,Man_Sungai_Ular,4.048489,103.395758,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S49,0.6300524543698026,S1__S49,1,Mangrove,West,Man_Kukup,1.334569,103.430838,49,Mangrove,East,Man_Sungai_Ular,4.04984,103.395527,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S50,0.5523847454424088,S1__S50,1,Mangrove,West,Man_Kukup,1.334569,103.430838,50,Mangrove,East,Man_Sungai_Ular,4.050552,103.395166,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S56,0.4765165003572637,S1__S56,1,Mangrove,West,Man_Kukup,1.334569,103.430838,56,Coral,West,Cor_Pulau_Intan,6.231933,99.71668,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S57,0.41011427555490726,S1__S57,1,Mangrove,West,Man_Kukup,1.334569,103.430838,57,Coral,West,Cor_Pulau_Intan,6.235042,99.713494,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S58,0.38826667025788825,S1__S58,1,Mangrove,West,Man_Kukup,1.334569,103.430838,58,Coral,West,Cor_Pulau_Intan,6.241277,99.713092,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S59,0.4258688488046302,S1__S59,1,Mangrove,West,Man_Kukup,1.334569,103.430838,59,Coral,West,Cor_Pulau_Intan,6.242925,99.71689,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S60,0.41180193011810456,S1__S60,1,Mangrove,West,Man_Kukup,1.334569,103.430838,60,Coral,West,Cor_Pulau_Intan,6.239442,99.719555,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S66,0.5326976246310827,S1__S66,1,Mangrove,West,Man_Kukup,1.334569,103.430838,66,Seagrass,West,SeG_Tanjung_Rhu,6.460722,99.827135,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S67,0.4414508130990897,S1__S67,1,Mangrove,West,Man_Kukup,1.334569,103.430838,67,Seagrass,West,SeG_Tanjung_Rhu,6.460835,99.825327,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S68,0.4332814790234801,S1__S68,1,Mangrove,West,Man_Kukup,1.334569,103.430838,68,Seagrass,West,SeG_Tanjung_Rhu,6.461043,99.823702,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S69,0.4326717962676348,S1__S69,1,Mangrove,West,Man_Kukup,1.334569,103.430838,69,Seagrass,West,SeG_Tanjung_Rhu,6.461208,99.823448,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S70,0.45961839632481316,S1__S70,1,Mangrove,West,Man_Kukup,1.334569,103.430838,70,Seagrass,West,SeG_Tanjung_Rhu,6.461547,99.819962,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S81,0.45872189226423876,S1__S81,1,Mangrove,West,Man_Kukup,1.334569,103.430838,81,Mangrove,East,Man_Merang,5.527989,102.944516,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S82,0.42172683793331567,S1__S82,1,Mangrove,West,Man_Kukup,1.334569,103.430838,82,Mangrove,East,Man_Merang,5.526065,102.943286,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S83,0.42336064732765877,S1__S83,1,Mangrove,West,Man_Kukup,1.334569,103.430838,83,Mangrove,East,Man_Merang,5.526248,102.941049,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S84,0.4556155088535221,S1__S84,1,Mangrove,West,Man_Kukup,1.334569,103.430838,84,Mangrove,East,Man_Merang,5.528314,102.940522,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S85,0.4552741784556587,S1__S85,1,Mangrove,West,Man_Kukup,1.334569,103.430838,85,Mangrove,East,Man_Merang,5.528731,102.938759,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S1,S91,0.32784893041990615,S1__S91,1,Mangrove,West,Man_Kukup,1.334569,103.430838,91,Seagrass,West,SeG_Pulau_Kezambo,5.363009,100.324704,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S92,0.3576414852545768,S1__S92,1,Mangrove,West,Man_Kukup,1.334569,103.430838,92,Seagrass,West,SeG_Pulau_Kezambo,5.364814,100.324618,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S93,0.39058219879085443,S1__S93,1,Mangrove,West,Man_Kukup,1.334569,103.430838,93,Seagrass,West,SeG_Pulau_Kezambo,5.365017,100.326968,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S94,0.5020148615305876,S1__S94,1,Mangrove,West,Man_Kukup,1.334569,103.430838,94,Seagrass,West,SeG_Pulau_Kezambo,5.36303,100.327461,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S95,0.35442363062622473,S1__S95,1,Mangrove,West,Man_Kukup,1.334569,103.430838,95,Seagrass,West,SeG_Pulau_Kezambo,5.361535,100.325841,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S101,0.6638004086925672,S1__S101,1,Mangrove,West,Man_Kukup,1.334569,103.430838,101,Coral,West,Cor_Pulau_Pangkor,4.190014,100.572274,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S102,0.6989005767834191,S1__S102,1,Mangrove,West,Man_Kukup,1.334569,103.430838,102,Coral,West,Cor_Pulau_Pangkor,4.187189,100.543949,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S103,0.6999731264281861,S1__S103,1,Mangrove,West,Man_Kukup,1.334569,103.430838,103,Coral,West,Cor_Pulau_Pangkor,4.192025,100.537855,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S104,0.6941730059447278,S1__S104,1,Mangrove,West,Man_Kukup,1.334569,103.430838,104,Coral,West,Cor_Pulau_Pangkor,4.203476,100.545476,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S1,S105,0.6563972116079009,S1__S105,1,Mangrove,West,Man_Kukup,1.334569,103.430838,105,Coral,West,Cor_Pulau_Pangkor,4.194839,100.559803,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S16,0.3639069303834067,S16__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,16,Coral,West,Cor_ PB_PP,2.416537,101.886223,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S17,0.4071872318067455,S17__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,17,Coral,West,Cor_ PB_PP,2.415967,101.889648,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S18,0.39145197564225676,S18__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,18,Coral,West,Cor_ PB_PP,2.414291,101.892398,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S19,0.41681993850978344,S19__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,19,Coral,West,Cor_ PB_PP,2.413761,101.895526,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S20,0.42000413234847755,S2__S20,2,Mangrove,West,Man_Kukup,1.339308,103.417687,20,Coral,West,Cor_ PB_PP,2.417129,101.883533,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S21,0.8188848820399711,S2__S21,2,Mangrove,West,Man_Kukup,1.339308,103.417687,21,Mangrove,East,Man_Pulau_Tinggi,2.287462,104.109177,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S22,0.511144176319986,S2__S22,2,Mangrove,West,Man_Kukup,1.339308,103.417687,22,Mangrove,East,Man_Pulau_Tinggi,2.289198,104.110969,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S23,0.5527552805948006,S2__S23,2,Mangrove,West,Man_Kukup,1.339308,103.417687,23,Mangrove,East,Man_Pulau_Tinggi,2.290686,104.110262,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S24,0.5954231739167839,S2__S24,2,Mangrove,West,Man_Kukup,1.339308,103.417687,24,Mangrove,East,Man_Pulau_Tinggi,2.290271,104.108844,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S25,0.5519474577211111,S2__S25,2,Mangrove,West,Man_Kukup,1.339308,103.417687,25,Mangrove,East,Man_Pulau_Tinggi,2.289627,104.110053,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S36,0.7930148623667193,S2__S36,2,Mangrove,West,Man_Kukup,1.339308,103.417687,36,Mangrove,East,Man_Nenasi,3.109037,103.443207,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S37,0.8271082121417892,S2__S37,2,Mangrove,West,Man_Kukup,1.339308,103.417687,37,Mangrove,East,Man_Nenasi,3.101512,103.446143,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S38,0.7891995193931075,S2__S38,2,Mangrove,West,Man_Kukup,1.339308,103.417687,38,Mangrove,East,Man_Nenasi,3.094182,103.442717,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S39,0.8344847792157178,S2__S39,2,Mangrove,West,Man_Kukup,1.339308,103.417687,39,Mangrove,East,Man_Nenasi,3.087342,103.44027,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S40,0.7734642754580588,S2__S40,2,Mangrove,West,Man_Kukup,1.339308,103.417687,40,Mangrove,East,Man_Nenasi,3.078358,103.442128,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S46,0.5403110761406628,S2__S46,2,Mangrove,West,Man_Kukup,1.339308,103.417687,46,Mangrove,East,Man_Sungai_Ular,4.04739,103.39389,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S47,0.6425390534524924,S2__S47,2,Mangrove,West,Man_Kukup,1.339308,103.417687,47,Mangrove,East,Man_Sungai_Ular,4.047681,103.395217,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S48,0.5099714169928531,S2__S48,2,Mangrove,West,Man_Kukup,1.339308,103.417687,48,Mangrove,East,Man_Sungai_Ular,4.048489,103.395758,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S49,0.638317150153588,S2__S49,2,Mangrove,West,Man_Kukup,1.339308,103.417687,49,Mangrove,East,Man_Sungai_Ular,4.04984,103.395527,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S50,0.5732899074474048,S2__S50,2,Mangrove,West,Man_Kukup,1.339308,103.417687,50,Mangrove,East,Man_Sungai_Ular,4.050552,103.395166,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S56,0.47967643680508254,S2__S56,2,Mangrove,West,Man_Kukup,1.339308,103.417687,56,Coral,West,Cor_Pulau_Intan,6.231933,99.71668,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S57,0.4169510087455185,S2__S57,2,Mangrove,West,Man_Kukup,1.339308,103.417687,57,Coral,West,Cor_Pulau_Intan,6.235042,99.713494,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S58,0.3712285071252687,S2__S58,2,Mangrove,West,Man_Kukup,1.339308,103.417687,58,Coral,West,Cor_Pulau_Intan,6.241277,99.713092,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S59,0.43461054749518924,S2__S59,2,Mangrove,West,Man_Kukup,1.339308,103.417687,59,Coral,West,Cor_Pulau_Intan,6.242925,99.71689,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S60,0.36870281760336027,S2__S60,2,Mangrove,West,Man_Kukup,1.339308,103.417687,60,Coral,West,Cor_Pulau_Intan,6.239442,99.719555,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S66,0.5251675508421135,S2__S66,2,Mangrove,West,Man_Kukup,1.339308,103.417687,66,Seagrass,West,SeG_Tanjung_Rhu,6.460722,99.827135,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S67,0.43746070441391655,S2__S67,2,Mangrove,West,Man_Kukup,1.339308,103.417687,67,Seagrass,West,SeG_Tanjung_Rhu,6.460835,99.825327,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S68,0.4222925515746686,S2__S68,2,Mangrove,West,Man_Kukup,1.339308,103.417687,68,Seagrass,West,SeG_Tanjung_Rhu,6.461043,99.823702,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S69,0.4321979984979843,S2__S69,2,Mangrove,West,Man_Kukup,1.339308,103.417687,69,Seagrass,West,SeG_Tanjung_Rhu,6.461208,99.823448,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S70,0.4552715562967685,S2__S70,2,Mangrove,West,Man_Kukup,1.339308,103.417687,70,Seagrass,West,SeG_Tanjung_Rhu,6.461547,99.819962,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S81,0.4698563255198904,S2__S81,2,Mangrove,West,Man_Kukup,1.339308,103.417687,81,Mangrove,East,Man_Merang,5.527989,102.944516,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S82,0.4347283449914137,S2__S82,2,Mangrove,West,Man_Kukup,1.339308,103.417687,82,Mangrove,East,Man_Merang,5.526065,102.943286,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S83,0.4396479246392453,S2__S83,2,Mangrove,West,Man_Kukup,1.339308,103.417687,83,Mangrove,East,Man_Merang,5.526248,102.941049,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S84,0.4688733192147457,S2__S84,2,Mangrove,West,Man_Kukup,1.339308,103.417687,84,Mangrove,East,Man_Merang,5.528314,102.940522,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S85,0.48867938999644944,S2__S85,2,Mangrove,West,Man_Kukup,1.339308,103.417687,85,Mangrove,East,Man_Merang,5.528731,102.938759,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S2,S91,0.2891955193599985,S2__S91,2,Mangrove,West,Man_Kukup,1.339308,103.417687,91,Seagrass,West,SeG_Pulau_Kezambo,5.363009,100.324704,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S92,0.3154573587815964,S2__S92,2,Mangrove,West,Man_Kukup,1.339308,103.417687,92,Seagrass,West,SeG_Pulau_Kezambo,5.364814,100.324618,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S93,0.3643992375402708,S2__S93,2,Mangrove,West,Man_Kukup,1.339308,103.417687,93,Seagrass,West,SeG_Pulau_Kezambo,5.365017,100.326968,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S94,0.5129544929390116,S2__S94,2,Mangrove,West,Man_Kukup,1.339308,103.417687,94,Seagrass,West,SeG_Pulau_Kezambo,5.36303,100.327461,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S95,0.3224303139195644,S2__S95,2,Mangrove,West,Man_Kukup,1.339308,103.417687,95,Seagrass,West,SeG_Pulau_Kezambo,5.361535,100.325841,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S101,0.668378159354805,S101__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,101,Coral,West,Cor_Pulau_Pangkor,4.190014,100.572274,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S102,0.7029675603451446,S102__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,102,Coral,West,Cor_Pulau_Pangkor,4.187189,100.543949,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S103,0.700073093848541,S103__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,103,Coral,West,Cor_Pulau_Pangkor,4.192025,100.537855,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S104,0.6914186028122394,S104__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,104,Coral,West,Cor_Pulau_Pangkor,4.203476,100.545476,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S2,S105,0.6636911728007372,S105__S2,2,Mangrove,West,Man_Kukup,1.339308,103.417687,105,Coral,West,Cor_Pulau_Pangkor,4.194839,100.559803,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S16,0.39316047438679097,S16__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,16,Coral,West,Cor_ PB_PP,2.416537,101.886223,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S17,0.4286936842623027,S17__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,17,Coral,West,Cor_ PB_PP,2.415967,101.889648,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S18,0.40600661806721267,S18__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,18,Coral,West,Cor_ PB_PP,2.414291,101.892398,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S19,0.4368686675777267,S19__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,19,Coral,West,Cor_ PB_PP,2.413761,101.895526,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S20,0.44043058877476365,S20__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,20,Coral,West,Cor_ PB_PP,2.417129,101.883533,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S21,0.8023193589246278,S21__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,21,Mangrove,East,Man_Pulau_Tinggi,2.287462,104.109177,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S22,0.5074671257028921,S22__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,22,Mangrove,East,Man_Pulau_Tinggi,2.289198,104.110969,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S23,0.5234732896197335,S23__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,23,Mangrove,East,Man_Pulau_Tinggi,2.290686,104.110262,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S24,0.5817682937789217,S24__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,24,Mangrove,East,Man_Pulau_Tinggi,2.290271,104.108844,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S25,0.5369458461997509,S25__S3,3,Mangrove,West,Man_Kukup,1.32334,103.417405,25,Mangrove,East,Man_Pulau_Tinggi,2.289627,104.110053,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S36,0.7791102017807431,S3__S36,3,Mangrove,West,Man_Kukup,1.32334,103.417405,36,Mangrove,East,Man_Nenasi,3.109037,103.443207,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S37,0.8093040246675665,S3__S37,3,Mangrove,West,Man_Kukup,1.32334,103.417405,37,Mangrove,East,Man_Nenasi,3.101512,103.446143,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S38,0.7779214190500608,S3__S38,3,Mangrove,West,Man_Kukup,1.32334,103.417405,38,Mangrove,East,Man_Nenasi,3.094182,103.442717,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S39,0.8179366998405521,S3__S39,3,Mangrove,West,Man_Kukup,1.32334,103.417405,39,Mangrove,East,Man_Nenasi,3.087342,103.44027,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S40,0.7581302842476096,S3__S40,3,Mangrove,West,Man_Kukup,1.32334,103.417405,40,Mangrove,East,Man_Nenasi,3.078358,103.442128,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S46,0.5405774771657345,S3__S46,3,Mangrove,West,Man_Kukup,1.32334,103.417405,46,Mangrove,East,Man_Sungai_Ular,4.04739,103.39389,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S47,0.6449570841236817,S3__S47,3,Mangrove,West,Man_Kukup,1.32334,103.417405,47,Mangrove,East,Man_Sungai_Ular,4.047681,103.395217,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S48,0.5137524781814223,S3__S48,3,Mangrove,West,Man_Kukup,1.32334,103.417405,48,Mangrove,East,Man_Sungai_Ular,4.048489,103.395758,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S49,0.645437506957005,S3__S49,3,Mangrove,West,Man_Kukup,1.32334,103.417405,49,Mangrove,East,Man_Sungai_Ular,4.04984,103.395527,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S50,0.5683687545410933,S3__S50,3,Mangrove,West,Man_Kukup,1.32334,103.417405,50,Mangrove,East,Man_Sungai_Ular,4.050552,103.395166,TRUE,FALSE,FALSE,Same habitat / different coast,"Same habitat
different coast"
S3,S56,0.4661579477450535,S3__S56,3,Mangrove,West,Man_Kukup,1.32334,103.417405,56,Coral,West,Cor_Pulau_Intan,6.231933,99.71668,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S57,0.43160000043086055,S3__S57,3,Mangrove,West,Man_Kukup,1.32334,103.417405,57,Coral,West,Cor_Pulau_Intan,6.235042,99.713494,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S58,0.38102976407401784,S3__S58,3,Mangrove,West,Man_Kukup,1.32334,103.417405,58,Coral,West,Cor_Pulau_Intan,6.241277,99.713092,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S59,0.43006431450921195,S3__S59,3,Mangrove,West,Man_Kukup,1.32334,103.417405,59,Coral,West,Cor_Pulau_Intan,6.242925,99.71689,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S60,0.3860876051719697,S3__S60,3,Mangrove,West,Man_Kukup,1.32334,103.417405,60,Coral,West,Cor_Pulau_Intan,6.239442,99.719555,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S66,0.5271364817546922,S3__S66,3,Mangrove,West,Man_Kukup,1.32334,103.417405,66,Seagrass,West,SeG_Tanjung_Rhu,6.460722,99.827135,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S67,0.43810243737294124,S3__S67,3,Mangrove,West,Man_Kukup,1.32334,103.417405,67,Seagrass,West,SeG_Tanjung_Rhu,6.460835,99.825327,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
S3,S68,0.42364916486009535,S3__S68,3,Mangrove,West,Man_Kukup,1.32334,103.417405,68,Seagrass,West,SeG_Tanjung_Rhu,6.461043,99.823702,FALSE,TRUE,FALSE,Different habitat / same coast,"Different habitat
same coast"
